,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-12-31,2014-03-31
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,,,,,-284504.000,-447893.000,-123136.000,-48968.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-693489.000,,,,,,-653.000,
ComprehensiveIncomeNetOfTax,,,,,,,,-423897.000,-84435.000
CostOfRevenue,,,,3124.000,,,,,
DebtInstrumentConvertibleNumberOfEquityInstruments,,,,,,,11328217.000,,
Depreciation,43493.000,42448.000,42398.000,42398.000,42399.000,24982.000,18137.000,10570.000,10514.000
DepreciationAndAmortization,,53795.000,,,,,,10569.000,
DepreciationDepletionAndAmortization,,,,,,,,10570.000,
EarningsPerShareBasic,0.000,-0.020,0.000,0.000,-0.010,0.000,0.000,,
EarningsPerShareBasicAndDiluted,,,,,,,,-0.010,0.000
EarningsPerShareDiluted,0.000,-0.020,0.000,0.000,-0.010,0.000,0.000,,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,0.340,,
ExplorationExpenseMining,21046.000,179031.000,41228.000,27803.000,21444.000,30253.000,8496.000,1432.000,
FairValueOptionChangesInFairValueGainLoss1,,,,,,978992.000,,,
GainLossOnDispositionOfAssets,,,,,,978992.000,,,
GainLossOnInvestments,,-316.000,,2476.000,,,,,
GainLossOnSaleOfInvestments,-12743.000,,,5600.000,,-219784.000,,,
GeneralAndAdministrativeExpense,15441.000,611530.000,76712.000,92507.000,21723.000,140953.000,72540.000,293663.000,31824.000
GrossProfit,28885.000,,,2476.000,,,,,
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,,,702000.000,
ImpairmentOfOngoingProject,,,,,,,,,3000000.000
IncreaseDecreaseInAccountsPayable,,-6085.000,,,,,,31701.000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,,,,,605000.000,605000.000,
IncreaseDecreaseInAccruedLiabilities,,2830.000,,,,,,280000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-6108.000,,,,,,,
InterestAndDividendIncomeOperating,19146.000,20108.000,20109.000,20103.000,20104.000,20102.000,20102.000,22162.000,22162.000
InterestAndOtherIncome,,,,,,,,22162.000,
InterestExpense,-14.000,83.000,248.000,247.000,783.000,1667.000,1814.000,182.000,291.000
InterestPaidNet,,83.000,,,,,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,,66667.000,,,
LossContingencyAccrualCarryingValuePayments,,,,,,,95000.000,,
NetCashProvidedByUsedInFinancingActivities,,134814.000,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,134814.000,,,,,,,
NetCashProvidedByUsedInInvestingActivities,,-121591.000,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-121591.000,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-706712.000,,,,,,-653.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-706712.000,,,,,,-653.000,
NetIncomeLoss,-55532.000,-841976.000,-163520.000,-142038.000,-673104.000,547431.000,-104513.000,-300761.000,-35467.000
NonoperatingIncomeExpense,6389.000,20341.000,19861.000,19856.000,-1094284.000,,,,
OccupancyCosts,,,,1200.000,,,,,
OperatingExpenses,90806.000,862317.000,183381.000,164370.000,126344.000,231800.000,122801.000,322741.000,57338.000
OperatingIncomeLoss,-61921.000,-862317.000,-183381.000,-161894.000,421180.000,-231800.000,-122801.000,7841000.000,
OtherComprehensiveIncomeLossNetOfTax,,,,,,,,-123136.000,
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,54379.000,-835786.000,-166301.000,-132456.000,-681322.000,262927.000,-552406.000,,
OtherIncome,,,,,,779231.000,18288.000,21980.000,21871.000
OtherOperatingIncomeExpenseNet,,,,,,1588.000,,,
PaymentsToAcquireMiningAssets,,121000.000,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,1092.000,,,,,,,
ProceedsFromIssuanceOfCommonStock,,136700.000,,,,,,,
ProceedsFromSaleOfOtherInvestments,,501.000,,,,,,,
ProfessionalFees,10826.000,29308.000,23043.000,1662.000,40778.000,35612.000,23628.000,17076.000,15000.000
RepaymentsOfOtherLongTermDebt,,1886.000,,,,,,,
ResultsOfOperationsIncomeBeforeIncomeTaxes,-55532.000,-841976.000,-163520.000,-142038.000,-673104.000,547431.000,-104513.000,-300761.000,-35467.000
Revenues,28885.000,,,5600.000,,,,,
SalesRevenueNet,28885.000,,,5600.000,,,,,
StockIssuedDuringPeriodSharesAcquisitions,,,,,,6200000.000,,,30000000.000
StockIssuedDuringPeriodSharesIssuedForCash,,,,,,3000000.000,,,
StockIssuedDuringPeriodSharesIssuedForServices,,,,,,666667.000,,,
StockIssuedDuringPeriodValueAcquisitions,,,,,,,,,2400000.000
StockIssuedDuringPeriodValueIssuedForCash,,,,,,380216.000,,,
TradingSecuritiesUnrealizedHoldingGainLoss,1153.000,6190.000,-2781.000,9582.000,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,43486593.000,52504056.000,53221704.000,53221704.000,-105917700.000,60088371.000,60088371.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,60088371.000,80088371.000
WeightedAverageNumberOfSharesOutstandingBasic,43486593.000,52504056.000,53221704.000,53221704.000,-105917700.000,60088371.000,60088371.000,,
