,2011-03-31,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-2200000.000,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,,,,,,,,,,,,,,,,,100000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,5900000.000,,5800000.000,,,,6700000.000,,,,7300000.000,,,,11100000.000,,,,15300000.000,,,,4600000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,11400000.000,,100000.000,,,,3000000.000,,,,5700000.000,,,,8100000.000,,,,600000.000,,,,
AmortizationOfFinancingCostsAndDiscounts,1100000.000,,1300000.000,,,,1400000.000,,,,1400000.000,,,,1100000.000,,,,1300000.000,,,,1400000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,400000.000,900000.000,1000000.000,900000.000,-1900000.000,600000.000,800000.000,600000.000,-1400000.000,400000.000,500000.000,700000.000,-1000000.000,500000.000,500000.000,900000.000,-1200000.000,2500000.000,3100000.000,3000000.000,-5600000.000,3100000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,13200000.000,,,,12800000.000,,,,16400000.000,,,,22400000.000
CapitalLeaseObligationsIncurred,,,19100000.000,,,,2700000.000,,,,0.000,,,,5300000.000,,,,0.000,0.000,,,2200000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-10800000.000,,-10300000.000,,,,-23400000.000,,,,0.000,,,,-1300000.000,,,,-26300000.000,,,,-8500000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,0.000,,,,-5500000.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,100000.000,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,100000.000,,100000.000,,,,3900000.000,,,,-300000.000,,,,-200000.000,,,,-200000.000,,,,-200000.000
CostOfRevenue,2744900000.000,2931300000.000,3054000000.000,3276500000.000,3311200000.000,3540700000.000,3432400000.000,3730400000.000,3774200000.000,3820700000.000,3656100000.000,4043600000.000,4156100000.000,4264300000.000,4144300000.000,4405200000.000,4523400000.000,4527600000.000,4293700000.000,4599600000.000,4731100000.000,4671400000.000,4319600000.000
DeferredIncomeTaxExpenseBenefit,3000000.000,,,,,,,,,,,,,,,,,,,,,,
DeferredIncomeTaxesAndTaxCredits,,,3200000.000,,,,4300000.000,,,,1500000.000,,,,2700000.000,,,,4800000.000,,,,4200000.000
DepreciationDepletionAndAmortization,20700000.000,20900000.000,21200000.000,20800000.000,,,,,,,,,,,,,,,,,,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,,,,,,,,,,,4000000.000,,,,,,,,11800000.000,,4300000.000
EarningsPerShareBasic,0.470,0.490,0.560,0.650,0.670,0.680,0.690,0.740,0.760,0.900,0.800,0.840,0.910,1.020,0.980,1.010,1.050,0.890,0.900,1.090,1.050,1.140,0.970
EarningsPerShareDiluted,0.460,0.480,0.550,0.640,0.660,0.670,0.670,0.730,0.750,0.890,0.780,0.830,0.900,1.010,0.970,1.000,1.040,0.880,0.890,1.080,1.050,1.130,0.970
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,11400000.000,,100000.000,,,,3000000.000,,,,5700000.000,,,,8100000.000,,,,600000.000,,,,0.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,,,3000000.000,,,,5700000.000,,,,8100000.000,,,,600000.000,,,,0.000
GainLossOnDispositionOfAssets1,,,,,,,,,,,8300000.000,,,,1500000.000,,,,6100000.000,,,,9600000.000
GainLossOnSaleOfPropertyPlantEquipment,1700000.000,,100000.000,,,,-100000.000,,,,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,0.000,,,,,,,,,,,,,,,,,,,,,
GoodwillImpairmentLoss,,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,,,0.000,0.000,,,,,,,,,,
GrossProfit,566200000.000,575200000.000,603000000.000,628000000.000,622600000.000,632800000.000,664000000.000,696100000.000,696600000.000,703200000.000,707400000.000,744900000.000,752900000.000,783500000.000,799900000.000,819100000.000,830300000.000,812200000.000,825900000.000,841800000.000,836400000.000,809100000.000,819800000.000
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,0.000,0.000,4200000.000,0.000,0.000,,0.000,0.000,,,,,,,,,,,,,,
IncomeLossFromContinuingOperations,70300000.000,70700000.000,73500000.000,79000000.000,81900000.000,82900000.000,83200000.000,90100000.000,92800000.000,109700000.000,95500000.000,100700000.000,106700000.000,116900000.000,111700000.000,115200000.000,119000000.000,97800000.000,96200000.000,112100000.000,107800000.000,115600000.000,98200000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,115600000.000,119600000.000,129600000.000,132600000.000,135000000.000,135900000.000,146600000.000,151600000.000,170300000.000,155800000.000,164200000.000,173800000.000,188500000.000,181500000.000,186800000.000,195300000.000,159100000.000,156900000.000,183100000.000,174800000.000,187500000.000,159800000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,114500000.000,,,,,,,,,,,,,,,,,,,,,,
