,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
FloorBrokerageExchangeAndClearanceFees,23706.000,21378.000,27982.000,26796.000,20349.000,26656.000,21838.000,23164.000,24203.000,14776.000,25370.000,18417.000,5681.000,2407.000,3854.000,4330.000
GeneralPartnerDistributions,,,,,,,,,,,1462.000,-220.000,-1242.000,0.000,0.000,0.000
InvestmentIncomeInterest,40791.000,25327.000,8098.000,11961.000,21216.000,21547.000,16705.000,12669.000,8559.000,6020.000,5767.000,4551.000,2544.000,1901.000,1497.000,1831.000
InvestmentIncomeInvestmentExpense,,,,,,,,,,,,473713.000,370417.000,,237359.000,168251.000
InvestmentIncomeNet,-1122298.000,-1003698.000,-874266.000,-750774.000,-867378.000,-760750.000,-768583.000,-643573.000,-622389.000,-512311.000,-485729.000,-469162.000,-367873.000,-268909.000,-235862.000,-166420.000
MarketingExpense,616663.000,542635.000,452912.000,388181.000,464888.000,427110.000,408044.000,339902.000,319977.000,261040.000,237859.000,233805.000,179620.000,133160.000,110722.000,76857.000
NetIncomeLoss,-8416291.000,-15693600.000,7004324.000,-10222618.000,17680822.000,-7394398.000,-3855550.000,-11233361.000,2087826.000,-5054765.000,3330971.000,-528108.000,-10496859.000,-5195685.000,-765764.000,175591.000
NetIncomeLossAllocatedToGeneralPartners,1409115.000,541358.000,-17668.000,12029.000,-1172087.000,1320502.000,,,,,,,,,,
OtherExpenses,52750.000,53088.000,52750.000,52750.000,53088.000,12000.000,49375.000,38919.000,38941.000,34478.000,50124.000,40191.000,37260.000,29569.000,37000.000,27250.000
PartnersCapitalAccountContributions,,,55000.000,,,,30000.000,,,,50000.000,,,,0.000,
PartnersCapitalAccountRedemptions,,,4324611.000,,,,1771936.000,,,,2040583.000,,,,3692939.000,
ProfessionalFees,493676.000,433302.000,376702.000,321804.000,370618.000,343187.000,327869.000,277421.000,272030.000,222813.000,203513.000,199717.000,153537.000,108081.000,89637.000,64144.000
SalesCommissionsAndFees,,,,1000.000,,,,,,,0.000,0.000,,,0.000,0.000
TradingGainsLosses,-7293993.000,-14689902.000,7878590.000,-9471844.000,18548200.000,-6633648.000,-3086967.000,-10589788.000,2710215.000,-4542454.000,3816700.000,-58946.000,-10128986.000,-4926776.000,-529902.000,342011.000
TradingSecuritiesRealizedGainLoss,2677679.000,866929.000,8997792.000,-14147514.000,15458458.000,4733514.000,-5401143.000,-8020154.000,-1059167.000,-3549066.000,1498564.000,1460527.000,-8622719.000,-6094387.000,-560905.000,324221.000
TradingSecuritiesUnrealizedHoldingGainLoss,-9947966.000,-15535453.000,-1091220.000,4702466.000,3110091.000,-11340506.000,2336014.000,-2546470.000,3793585.000,-978612.000,2343506.000,-1501056.000,-1500586.000,1170018.000,34857.000,22120.000
