,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccruedLiabilitiesCurrentAndNoncurrent,79043.000,111811.000,145051.000,136372.000,121047.000,67457.000,73681.000,82753.000,58545.000,77744.000
AdditionalPaidInCapital,5358466.000,23972501.000,17516996.000,17516996.000,17516996.000,17516996.000,15281257.000,15281257.000,15281257.000,16147178.000
Assets,5800699.000,27646875.000,13835900.000,10401671.000,9530188.000,9424313.000,6683753.000,4633335.000,3119253.000,3132875.000
Cash,17704.000,,,,,,,,,
DerivativeAssetsLiabilitiesAtFairValueNet,,,,,-438822.000,1993220.000,-442956.000,-83723.000,-725676.000,14903.000
DueFromRelatedParties,47473.000,14952.000,,,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,2233.000,16461.000,14906.000,39382.000,5717.000,71371.000,9753.000,9548.000,2217.000,1976.000
InvestmentOwnedAtCost,433131.000,200000.000,6356671.000,6239531.000,6072976.000,6013407.000,3638871.000,3479646.000,3928.000,853573.000
InvestmentOwnedAtFairValue,433131.000,200000.000,6356671.000,6239531.000,6072976.000,6013407.000,3638871.000,3479646.000,3928.000,853573.000
Investments,,,,,5634154.000,8006627.000,3195915.000,3395923.000,-721748.000,868476.000
Liabilities,539913.000,5264568.000,3120418.000,1046916.000,658588.000,138828.000,526390.000,229264.000,835045.000,90290.000
LiabilitiesAndStockholdersEquity,5800699.000,27646875.000,13835900.000,10401671.000,9530188.000,9424313.000,6683753.000,4633335.000,3119253.000,3132875.000
OtherPrepaidExpenseCurrent,,,,,,,,60500.000,38447.000,18904.000
PrepaidExpenseCurrent,,,,10216.000,9557.000,7227.000,1950.000,10521.000,6553.000,3277.000
PrepaidExpenseCurrentAndNoncurrent,,,464.000,,,,,,,
RatioOfIndebtednessToNetCapital,,,,,4.000,,,,,
RatioOfIndebtednessToNetCapital1,,,,,,4.000,4.000,4.000,4.000,4.000
RestrictedCashAndCashEquivalents,5302391.000,25800999.000,7478765.000,4151924.000,3354653.000,1410459.000,3042932.000,1029428.000,3021718.000,2231648.000
RetainedEarningsAccumulatedDeficit,-97680.000,-1590194.000,-6801514.000,-8162241.000,-8645396.000,-8231511.000,-9123894.000,-10877186.000,-12997049.000,-13104593.000
SharesOutstanding,200040.000,600040.000,400040.000,400040.000,400040.000,400040.000,300040.000,300040.000,300040.000,400040.000
StockholdersEquity,5260786.000,22382307.000,10715482.000,9354755.000,8871600.000,9285485.000,6157363.000,4404071.000,2284208.000,3042585.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5260786.000,22382307.000,10715482.000,9354755.000,8871600.000,9285485.000,6157363.000,4404071.000,2284208.000,3042585.000
