,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionExpenseIncludingAssetRetirementObligations,,,,,,105000000.000,102000000.000,,106000000.000,105000000.000,106000000.000,117000000.000,117000000.000,120000000.000,120000000.000,127000000.000,121000000.000,122000000.000,122000000.000,118000000.000,109000000.000,112000000.000,108000000.000,96000000.000,95000000.000
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-185000000.000,,,,,,,,,,,,,,,,,,,,,,,,
AssetImpairmentCharges,,2000000.000,486000000.000,,259000000.000,82000000.000,0.000,339000000.000,2000000.000,28000000.000,1000000.000,498000000.000,1000000.000,17000000.000,108000000.000,730000000.000,16000000.000,78000000.000,24000000.000,2127000000.000,136000000.000,62000000.000,123000000.000,-182000000.000,175000000.000
CapitalizedExploratoryWellCostChargedToExpense1,,,,,,,,,,,,,,,,,,,,,,,,,17000000.000
CapitalizedExploratoryWellCostPeriodIncreaseDecrease,29000000.000,,,,-29000000.000,,,,201000000.000,,,,3000000.000,,,,11000000.000,,,,67000000.000,,,,-229000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-3282000000.000,,,,-2073000000.000,,,,1804000000.000,,,,1274000000.000,,,,-2398000000.000,,,,2498000000.000,,,,-501000000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,-189000000.000,,,,-22000000.000,,,,0.000,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,122000000.000,,,,58000000.000,,,,0.000,,,,,,,,
CommonStockDividendsPerShareCashPaid,0.660,0.660,0.660,0.660,0.660,0.660,0.660,0.660,0.660,0.660,0.690,0.690,0.690,0.690,0.730,0.730,0.730,0.730,0.740,0.740,0.250,0.250,0.250,0.250,0.270
ComprehensiveIncomeNetOfTax,3802000000.000,3980000000.000,-306000000.000,3273000000.000,3823000000.000,1798000000.000,2260000000.000,1174000000.000,1530000000.000,412000000.000,3352000000.000,1777000000.000,1923000000.000,2777000000.000,791000000.000,-2526000000.000,-2415000000.000,769000000.000,-3555000000.000,-3572000000.000,-368000000.000,-1296000000.000,-1113000000.000,-784000000.000,818000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-14000000.000,17000000.000,15000000.000,48000000.000,18000000.000,22000000.000,15000000.000,15000000.000,14000000.000,13000000.000,16000000.000,16000000.000,14000000.000,17000000.000,23000000.000,15000000.000,14000000.000,15000000.000,15000000.000,13000000.000,13000000.000,13000000.000,14000000.000,16000000.000,13000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,3816000000.000,3997000000.000,-291000000.000,3293000000.000,3841000000.000,1820000000.000,2275000000.000,1189000000.000,1544000000.000,425000000.000,3368000000.000,1793000000.000,1937000000.000,2794000000.000,814000000.000,-2511000000.000,-2401000000.000,784000000.000,-3540000000.000,-3559000000.000,-355000000.000,-1283000000.000,-1099000000.000,-768000000.000,831000000.000
CostOfPurchasedOilAndGas,42376000000.000,50133000000.000,47597000000.000,45761000000.000,41889000000.000,5758000000.000,6436000000.000,-28851000000.000,5834000000.000,5521000000.000,5708000000.000,5580000000.000,7127000000.000,5495000000.000,4703000000.000,4774000000.000,3237000000.000,3230000000.000,3269000000.000,2690000000.000,2225000000.000,2002000000.000,2819000000.000,2948000000.000,3192000000.000
