,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
CashPeriodIncreaseDecrease,,,-364.000,,,,1125.000,,,,,,,,,
CostsAndExpenses,24663.000,48811.000,32754.000,35155.000,39004.000,68654.000,24860.000,,,,,,,,,
EarningsPerShareBasic,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,-94.000,,,,-177.000,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,-44182.000,5791.000,-1776.000,2713.000,-4942.000,291.000,-5553.000,,,,,,,,,
ForeignCurrencyTransactionLossBeforeTax,,,1776.000,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,14504.000,38501.000,23376.000,28063.000,28587.000,40822.000,14223.000,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,-32442.000,-43946.000,,-30413.000,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-68841.000,-43020.000,-34530.000,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,634.000,,,,-29419.000,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,-6262.000,,,,-3968.000,,,,,,,,,
InvestmentIncomeInterest,4.000,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,25588.000,,,,51613.000,,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,25588.000,,,,51613.000,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-25858.000,,,,-50311.000,,,,,,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-25858.000,,,,-50311.000,,,,,,,,,
NetIncomeLoss,-68841.000,-43020.000,-34530.000,-32442.000,-43946.000,-68363.000,-30413.000,,,,,,,,,
OperatingIncomeLoss,-24663.000,-48811.000,-32754.000,-35155.000,-39004.000,-68654.000,-24860.000,,,,,,,,,
ProceedsFromRelatedPartyDebt,,,25588.000,,,,51613.000,,,,,,,,,
ProfessionalFees,10159.000,10310.000,9378.000,7092.000,10417.000,27832.000,10637.000,,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,172828.000,175315000.000,175315000.000,175315000.000,175315000.000,-350630000.000,175315000.000,175315000.000,175315000.000,-350630000.000,175315000.000,175315000.000,175315.000,-175490315.000,175315000.000,175315.000
