,2011-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,1452.000
CostsAndExpenses,283080.000
Depreciation,1382.000
EarningsPerShareBasicAndDiluted,-0.010
IncreaseDecreaseInAccruedLiabilities,-11242.000
IncreaseDecreaseInPrepaidExpense,5000.000
NetCashProvidedByUsedInFinancingActivities,186686.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,186686.000
NetCashProvidedByUsedInInvestingActivities,-1482.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1482.000
NetCashProvidedByUsedInOperatingActivities,-183752.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-183752.000
NetIncomeLoss,-283080.000
PaymentsToAcquireMachineryAndEquipment,1482.000
