,2015-12-31,2016-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-3879.000,2598.000
ComprehensiveIncomeNetOfTax,-2781349.000,-193757.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,787124.000,22071.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-1994225.000,-171686.000
CostOfGoodsSoldDepreciation,335792.000,
Depreciation,335792.000,
DepreciationDepletionAndAmortization,335792.000,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.250,0.250
FinancingReceivablesImpairedTroubledDebtRestructuringWriteDown,175963.000,
ForeignCurrencyTransactionGainLossBeforeTax,25.000,40.000
GoodwillAndIntangibleAssetImpairment,1784350.000,
GoodwillImpairmentLoss,1784350.000,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.040,-0.010
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-7564.000,-2613.000
IncreaseDecreaseInAccruedLiabilities,595770.000,541931.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-6708.000,
IncreaseDecreaseInReceivables,-118.000,
InterestExpense,579805.000,540227.000
NetCashProvidedByUsedInFinancingActivities,186168.000,119819.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,186168.000,119819.000
NetCashProvidedByUsedInOperatingActivities,-190022.000,-117181.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-190022.000,-117181.000
NetIncomeLoss,-3181949.000,-656499.000
NetIncomeLossAttributableToNoncontrollingInterest,-907304.000,-160894.000
NetIncomeLossAvailableToCommonStockholdersBasic,-2274645.000,-495605.000
NonoperatingIncomeExpense,-579805.000,
OperatingExpenses,2602144.000,115373.000
OperatingIncomeLoss,-2602144.000,-115373.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,400600.000,462742.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,-400600.000,-462742.000
OtherNonoperatingExpense,,899.000
ProceedsFromRelatedPartyDebt,149522.000,81068.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,38751.000
ProfitLoss,-3181949.000,-656499.000
ProvisionForDoubtfulAccounts,100790.000,
RepaymentsOfRelatedPartyDebt,-36646.000,
SellingGeneralAndAdministrativeExpense,484002.000,115373.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,63968798.000,63968798.000
