,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdvertisingExpense,,,,,2541.000,5267.000,5621.000,,
AmortizationOfDebtDiscountPremium,-2250.000,,,,-24458.000,,,,-23601.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,,,,12563.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,22566.000,,,,130331.000,,,,430875.000
ComprehensiveIncomeNetOfTax,,,,,-189675.000,-287391.000,-165051.000,-200461.000,-448616.000
ContractsRevenue,,19425.000,24975.000,,,0.000,20000.000,,
ConversionGainsAndLossesOnForeignInvestments,,35360.000,0.000,,,,,,
CostOfGoodsAndServicesSold,335913.000,390685.000,422424.000,416389.000,394432.000,428407.000,478449.000,483872.000,474248.000
CostOfServices,573850.000,598078.000,636107.000,655190.000,642844.000,667720.000,705709.000,723914.000,738144.000
DepreciationAndAmortization,7494.000,,,,5938.000,,,,3948.000
EarningsPerShareBasic,-0.014,-0.010,-0.010,-0.017,-0.012,-0.017,-0.009,,
EarningsPerShareBasicAndDiluted,,,,,,,,,-0.021
EarningsPerShareDiluted,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
GainLossOnInvestments,1339.000,-3977.000,556.000,-129376.000,-21944.000,0.000,0.000,-20345.000,-81566.000
GainLossOnSaleOfInvestments,,,,,21944.000,,,,81566.000
GainLossOnSaleOfLoansAndLeases,,0.000,0.000,,,,,,
GainLossOnSaleOfOtherAssets,,,0.000,,,,,,
GainLossOnSaleOfOtherInvestments,,,,,,0.000,0.000,,
GainLossOnSaleOfPropertyPlantEquipment,,0.000,0.000,,,,11568.000,,
GainsLossesOnRecourseDebt,,0.000,,,,,,,
GrossProfit,237937.000,237701.000,246839.000,273870.000,248862.000,239313.000,247260.000,240650.000,263896.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,24120.000,2736.000,-669.000,8886.000,10165.000,1352.000,3589.000,-12134.000,11560.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-183589.000,-148499.000,-161816.000,-267728.000,-189144.000,-286039.000,-161462.000,-206696.000,-441216.000
