,2011-12-31,2012-03-31,2012-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-1370.000,,
CostsAndExpenses,66541.000,69021.000,72394.000
Depreciation,377.000,,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000
IncreaseDecreaseInAccruedLiabilities,2226.000,,
LeaseAndRentalExpense,,,6677.000
NetCashProvidedByUsedInFinancingActivities,36601.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,36601.000,,
NetCashProvidedByUsedInOperatingActivities,-37971.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-37971.000,,
NetIncomeLoss,-66541.000,-69021.000,-72394.000
