,2011-03-31,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccrualForEnvironmentalLossContingenciesProvisionForNewLosses,,,,,,,,,,,,0.000,,,,
AdjustmentsToAdditionalPaidInCapitalIncreaseInCarryingAmountOfRedeemablePreferredStock,48000.000,,,1052000.000,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,800000.000,700000.000,,,,,,,,,,,,,
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,,,,,,,,,,,,6274483.000,6274483.000,6274483.000,-12548966.000,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,,,,,,-0.100,-0.050,0.230,-0.840,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,,,,,-0.100,-0.050,0.230,-0.840,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,,-29000000.000,-18000000.000,103000000.000,-308000000.000,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,,1145000000.000,1178000000.000,1483000000.000,1974000000.000,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,62000000.000,,,,24000000.000,,,,80000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,65316000.000,,,,-9000000.000,,,,-6000000.000,,,,35000000.000
ComprehensiveIncomeNetOfTax,,,,32166000.000,30837000.000,-1568000.000,,-5000000.000,10000000.000,39000000.000,-25000000.000,9000000.000,-8000000.000,103000000.000,-261000000.000,-7000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,399000.000,649000.000,379000.000,,0.000,1000000.000,3000000.000,4000000.000,3000000.000,4000000.000,4000000.000,4000000.000,4000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,32565000.000,31486000.000,-1189000.000,,-5000000.000,11000000.000,42000000.000,-21000000.000,12000000.000,-4000000.000,107000000.000,-257000000.000,-3000000.000
ConstructionInProgressExpendituresIncurredButNotYetPaid,,,,36080000.000,,,,,,,,,,,,
CostOfGoodsAndServicesEnergyCommoditiesAndServices,,,,,,,,,,477000000.000,,638000000.000,828000000.000,1051000000.000,,641000000.000
CostOfGoodsSold,,,,,,,,229000000.000,445000000.000,,,,,,,
CostsAndExpenses,,,,347871000.000,288963000.000,308930000.000,,340000000.000,605000000.000,641000000.000,880000000.000,841000000.000,1143000000.000,1339000000.000,1645000000.000,968000000.000
CostsAndExpensesRelatedParty,,,,5877000.000,2697000.000,4391000.000,,4000000.000,23000000.000,8000000.000,21000000.000,10000000.000,16000000.000,19000000.000,21000000.000,19000000.000
DepreciationAmortizationAndAccretionNet,,,,54491000.000,,,,50000000.000,,,,97000000.000,,,,158000000.000
DepreciationAndAmortization,,,,51506000.000,45132000.000,45881000.000,,48000000.000,68000000.000,74000000.000,97000000.000,94000000.000,168000000.000,122000000.000,157000000.000,158000000.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,,,,,,,,0.000,,,,,,
DistributionsPerLimitedPartnershipUnitOutstanding,,0.450,0.455,0.460,0.460,0.460,,0.460,0.465,0.470,0.475,0.480,0.490,0.502,0.503,0.000
EnvironmentalRemediationExpense,,,,,,,,,,,,0.000,,,,0.000
EquityMethodInvestmentDividendsOrDistributions,,,,29012000.000,,,,36000000.000,,,,43000000.000,,,,52000000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,496000.000,,,,-14000000.000,,,,1000000.000,,,,-2000000.000
GainLossOnDerivativeInstrumentsNetPretax,,,,,,,,,,-10000000.000,,-13000000.000,-5000000.000,18000000.000,93000000.000,11000000.000
GainLossOnDispositionOfAssets,,,,-36000.000,-1548000.000,42000.000,,-1000000.000,-1000000.000,1000000.000,-1000000.000,2000000.000,0.000,-1000000.000,0.000,0.000
GainLossOnDispositionOfProperty,,,,-36000.000,,,,-1000000.000,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,-7820000.000,0.000,,,-7000000.000,0.000,,,0.000,2000000.000,,
GasGatheringTransportationMarketingAndProcessingCosts,,,,239653000.000,186815000.000,206881000.000,,,,,,,,,,
GasGatheringTransportationMarketingAndProcessingRevenue,,,,100314000.000,95265000.000,101410000.000,,109000000.000,131000000.000,147000000.000,158000000.000,172000000.000,227000000.000,283000000.000,307000000.000,315000000.000
GeneralAndAdministrativeExpense,,,,15695000.000,16476000.000,14935000.000,,17000000.000,18000000.000,13000000.000,40000000.000,33000000.000,54000000.000,36000000.000,35000000.000,36000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,28951000.000,29365000.000,-1454000.000,,-7000000.000,10000000.000,44000000.000,-21000000.000,11000000.000,-3000000.000,111000000.000,-258000000.000,2000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,29365000.000,-1454000.000,,,,,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,0.070,0.090,,,,,,,,,,,,,
IncomeLossFromEquityMethodInvestments,,,,31958000.000,34185000.000,21055000.000,,35000000.000,31000000.000,37000000.000,32000000.000,43000000.000,47000000.000,53000000.000,52000000.000,50000000.000
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,,,,33420000.000,,,,35000000.000,,,,43000000.000,,,,50000000.000
IncomeTaxExpenseBenefit,,,,51000.000,38000.000,0.000,,-2000000.000,-1000000.000,2000000.000,0.000,-1000000.000,1000000.000,4000000.000,-1000000.000,5000000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,-33546000.000,,,,-4000000.000,,,,48000000.000,,,,-149000000.000
IncreaseDecreaseInAccountsReceivable,,,,-7348000.000,,,,8000000.000,,,,21000000.000,,,,-64000000.000
IncreaseDecreaseInOtherOperatingAssets,,,,723000.000,,,,-13000000.000,,,,-35000000.000,,,,-35000000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,,,116000.000,,,,1000000.000,,,,1000000.000,,,,-2000000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,,5384000.000,,,,,,,,,,,,
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,,,,,,,,,2047571.000,,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,,,,435606.000,,,,,,
IncrementalCommonSharesAttributableToWrittenPutOptions,,,,,,,,,,32489.000,,,,,,
InterestExpense,,,,29557000.000,27934000.000,28567000.000,,37000000.000,41000000.000,41000000.000,45000000.000,56000000.000,78000000.000,86000000.000,84000000.000,82000000.000
InterestPaidNet,,,,,,,,,,,,29000000.000,,,,64000000.000
LimitedPartnersCapitalAccountDistributionAmount,,,,,,,,,,0.445,,,,,,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,,,,,,,,,,-8000000.000,,,,31000000.000
NaturalGasMidstreamRevenue,,,,80895000.000,64042000.000,82437000.000,,104000000.000,220000000.000,213000000.000,289000000.000,335000000.000,475000000.000,549000000.000,544000000.000,374000000.000
NetCashProvidedByUsedInFinancingActivities,,,,139084000.000,,,,106000000.000,,,,261000000.000,,,,436000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,139084000.000,,,,106000000.000,,,,261000000.000,,,,436000000.000
NetCashProvidedByUsedInInvestingActivities,,,,-129835000.000,,,,-182000000.000,,,,-454000000.000,,,,-523000000.000
