,2014-04-30,2014-10-31,2015-01-31,2015-04-30
AdvertisingExpense,,600.000,2781.000,526.000
CashPeriodIncreaseDecrease,,-27920.000,,
Depreciation,,433.000,,
EarningsPerShareBasicAndDiluted,-0.010,-0.040,-0.010,-0.010
IncreaseDecreaseInAccountsPayable,,9003.000,,
IncreaseDecreaseInAccruedLiabilities,,8271.000,,
IncreaseDecreaseInOtherCurrentLiabilities,,-5475.000,,
InterestExpense,-1445.000,-6257.000,-10212.000,-22173.000
InterestExpenseRelatedParty,-13445.000,-19400.000,-28696.000,-17192.000
InterestIncomeRelatedParty,-5177.000,-2756.000,-2833.000,10775.000
LeaseAndRentalExpense,8144.000,8145.000,7878.000,9336.000
NetCashProvidedByUsedInContinuingOperations,,132634.000,,
NetCashProvidedByUsedInFinancingActivities,,106000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,106000.000,,
NetCashProvidedByUsedInInvestingActivities,,-1286.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-1286.000,,
NetCashProvidedByUsedInOperatingActivities,,-132634.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-132634.000,,
NetIncomeLoss,-166727.000,-1447707.000,-256327.000,-176235.000
OperatingExpenses,-143088.000,-741239.000,-213675.000,-170022.000
OperatingIncomeLoss,-143088.000,-741239.000,-213675.000,-142469.000
OtherCostAndExpenseOperating,-56830.000,-554088.000,-123257.000,-89802.000
OtherGeneralExpense,-3572.000,248.000,-911.000,-5176.000
OtherNoncashExpense,,613000.000,,
PaymentsToAcquireOtherPropertyPlantAndEquipment,,-1286.000,,
ProceedsFromWarrantExercises,,106000.000,,
ProfessionalAndContractServicesExpense,39364.000,,,
Revenues,,,,27553.000
RoyaltyExpense,18750.000,18750.000,18750.000,
SalesRevenueNet,,,,27553.000
StockOptionPlanExpense,,678303.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,32470000.000,33488440.000,34186293.000,34266000.000
