,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,-14425.000,,,,-8661.000,,,16835.000,,
EarningsPerShareBasicAndDiluted,,,,,,,,-0.000,,,
ExplorationExpense,,,,28765.000,,356.000,,,,,
GeneralAndAdministrativeExpense,7489.000,20906.000,7554.000,10025.000,2452.000,8322.000,11382.000,7098.000,10680.000,8930.000,12787.000
IncomeLossFromContinuingOperations,-7489.000,-20906.000,-7554.000,-38790.000,-37730.000,-8678.000,-11382.000,-7098.000,-10680.000,-8930.000,-12787.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-7327.000,-20810.000,-7370.000,-38725.000,-37792.000,-8661.000,-11371.000,-7091.000,-11542.000,-10197.000,-14063.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.000,,0.000,-0.000,,-0.000,,,-0.000,-0.000,-0.000
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,-11542.000,-10197.000,-14063.000
IncomeLossFromOperationsBeforeExtraordinaryItemsPerBasicAndDilutedShare,,,,,,,-0.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,1377.000,,
InterestAndOtherIncome,162.000,96.000,184.000,65.000,-62.000,17.000,11.000,7.000,,,
InterestIncomeExpenseNet,,,,,,,,,-862.000,-1267.000,-1276.000
InterestIncomeOperating,162.000,96.000,,65.000,,17.000,11.000,7.000,,,
InterestIncomeOther,,,184.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,,,,,27000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,,,27000.000,,
NetCashProvidedByUsedInOperatingActivities,,-14425.000,,,,-8661.000,,,-10165.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-14425.000,,,,-8661.000,,,-10165.000,,
NetIncomeLoss,,-20810.000,-7370.000,-38725.000,-37792.000,-8661.000,-11371.000,-7091.000,-11542.000,,
OperatingExpenses,7489.000,20906.000,7554.000,38790.000,37730.000,8678.000,11382.000,7098.000,10680.000,8930.000,12787.000
OtherNoncashIncomeExpense,,,,,,,,,-862.000,-1267.000,-1276.000
ProceedsFromNotesPayable,,,,,,,,,27000.000,,
ProfitLoss,-7327.000,-20810.000,,,,-8661.000,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,,12180000.000,12180000.000,,,12180000.000,12180000.000,12180000.000,12180000.000,12180000.000,12180000.000
