,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,102000000.000,45000000.000,38000000.000,40000000.000,101000000.000,46000000.000,40000000.000,47000000.000,106000000.000,43000000.000,53000000.000,54000000.000,91000000.000,37000000.000,48000000.000,43000000.000,90000000.000,45000000.000,19000000.000,28000000.000,108000000.000,48000000.000,45000000.000,76000000.000,57000000.000
AmortizationOfIntangibleAssets,68000000.000,66000000.000,68000000.000,67000000.000,61000000.000,60000000.000,57000000.000,70000000.000,60000000.000,61000000.000,60000000.000,70000000.000,69000000.000,50000000.000,52000000.000,31000000.000,48000000.000,43000000.000,47000000.000,51000000.000,48000000.000,47000000.000,48000000.000,47000000.000,45000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,80000000.000,69000000.000,70000000.000,-147000000.000,34000000.000,53000000.000,11000000.000,-73000000.000,1000000.000,0.000,0.000,-1000000.000,1000000.000,1000000.000,0.000,-1000000.000,3000000.000,4000000.000,5000000.000,-7000000.000,7000000.000,6000000.000,5000000.000,-13000000.000,0.000
AssetImpairmentCharges,,11000000.000,4000000.000,,52000000.000,127000000.000,3000000.000,4000000.000,27000000.000,3000000.000,5000000.000,105000000.000,38000000.000,14000000.000,5000000.000,12000000.000,1000000.000,0.000,7000000.000,17000000.000,3000000.000,2000000.000,30000000.000,8000000.000,1000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-634000000.000,,,,-599000000.000,,,,-348000000.000,,,,1684000000.000,,,,-358000000.000,,,,-615000000.000,,,,-89000000.000
CashFlowHedgeGainLossReclassifiedToCostOfSalesNet,,,,,,,,,-9000000.000,,,,,,,,,,,,,,,,
CashFlowHedgeGainLossReclassifiedToOtherExpenseNet,,,,,,,,,-3000000.000,,,,,,,,,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,,0.000,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,0.000,,,,,,,,,,,,,,,,3000000.000,,,,-4000000.000,,,,-5000000.000
CommonStockDividendsPerShareDeclared,0.235,0.235,0.235,0.235,0.260,0.260,0.260,0.260,0.287,0.287,0.287,0.289,0.318,0.318,0.318,0.316,0.350,0.350,0.350,0.350,0.403,0.403,0.403,0.401,0.403
ComprehensiveIncomeNetOfTax,,,,,642000000.000,375000000.000,866000000.000,1000000000.000,648000000.000,730000000.000,1211000000.000,1239000000.000,1269000000.000,817000000.000,930000000.000,395000000.000,,,1038000000.000,,,995000000.000,1300000000.000,,1407000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,-2000000.000,-1000000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,0.000,,,-1000000.000,0.000,,-1000000.000
