,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AmortizationOfRegulatoryAsset,,,,,,,,,6000000.000,,,,8000000.000,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,-7000000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-33000000.000,,,,51000000.000,,,,92000000.000,,,,3000000.000,,
CashDividendsPaidToParentCompany,,34000000.000,4000000.000,,5000000.000,8000000.000,,,,,,,,,
CashDividendsPaidToParentCompanyByConsolidatedSubsidiaries,-37000000.000,,,,-5000000.000,,,,0.000,,,,,,
CashFlowsBetweenTransfereeAndTransferorProceedsFromCollectionsReinvestedInRevolvingPeriodTransfers,,107000000.000,96000000.000,,119000000.000,72000000.000,,,,,,,,,
CashFlowsBetweenTransfereeAndTransferorProceedsFromNewTransfers,,137000000.000,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,123000000.000,,135000000.000,103000000.000,164000000.000,194000000.000,174000000.000,136000000.000,142000000.000,158000000.000,,129000000.000,132000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,4000000.000,,7000000.000,4000000.000,0.000,-1000000.000,0.000,0.000,0.000,0.000,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,127000000.000,,142000000.000,107000000.000,164000000.000,193000000.000,174000000.000,136000000.000,142000000.000,158000000.000,,,
CostsAndExpenses,150000000.000,165000000.000,160000000.000,166000000.000,157000000.000,194000000.000,148000000.000,153000000.000,137000000.000,147000000.000,157000000.000,169000000.000,140000000.000,155000000.000,154000000.000
DepreciationDepletionAndAmortization,41000000.000,43000000.000,42000000.000,42000000.000,43000000.000,45000000.000,46000000.000,47000000.000,45000000.000,44000000.000,49000000.000,60000000.000,53000000.000,54000000.000,53000000.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,,,,,,,,,,1000000.000,1000000.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,,,,,,,,,,,,-2000000.000,1000000.000
DistributedEarnings,,,,,-105000000.000,,,,,,,,,,
DistributionMadeToLimitedPartnerDistributionsDeclaredPerUnit,,,,,,,,,,,0.650,,0.650,0.650,0.650
DistributionMadeToLimitedPartnerDistributionsPaidPerUnit,,,,,,,,,,,0.630,,0.650,0.650,0.650
DistributionMadeToMemberOrLimitedPartnerCashDistributionsDeclared,,116000000.000,120000000.000,,128000000.000,146000000.000,165000000.000,,183000000.000,,,,,,
DistributionMadeToMemberOrLimitedPartnerDistributionsDeclaredPerUnit,,0.480,0.490,,0.510,0.550,0.580,0.610,0.620,0.630,,,,,
DistributionMadeToMemberOrLimitedPartnerDistributionsPaidPerUnit,,,,,,,,,,0.620,,,,,
EnvironmentalExitCostsReasonablyPossibleAdditionalLossesBestEstimate,,,,,9000000.000,,,,,,,,,,
EnvironmentalExitCostsReasonablyPossibleAdditionalLossesHighEstimate,,,,,31000000.000,,,,,,,,,,
EquityMethodInvestmentDividendsOrDistributions,,,,,,,,,4000000.000,,,,4000000.000,,
EquityMethodInvestmentSummarizedFinancialInformationCostOfSales,,,,,,,,,,,,,,37000000.000,54000000.000
