,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
IncomeTaxExpenseBenefit,51000.000,48000.000,62000.000,22000.000,72000.000,159000.000,-109000.000,17000.000,274000.000,-177000.000,,,
IncomeTaxesPaid,,,7000.000,,,,,,,,,,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-1226000.000,,2253000.000,,,,551000.000,,,,728000.000
IncreaseDecreaseInAccountsReceivable,,,914000.000,,98000.000,,,,1071000.000,,,,-911000.000
IncreaseDecreaseInDeferredRevenue,,,-59000.000,,40000.000,,,,-7000.000,,,,33000.000
IncreaseDecreaseInNotesReceivables,,,-62000.000,,-50000.000,,,,,,,,
IncreaseDecreaseInOperatingCapital,,,,,-7400000.000,,,,,,,,8000000.000
IncreaseDecreaseInOtherNoncurrentAssets,,,,,,,,,,,,,-8000.000
IncreaseDecreaseInOtherOperatingAssets,,,,,10000.000,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,10000.000,,359000.000,,,,-256000.000,,,,16000.000
IncreaseDecreaseInReceivables,,,,,-6000.000,,,,,,,,
IncreaseDecreaseInRestrictedCash,,,42000.000,,,,,,,,,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,,,,,,0.000,,,0.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,,,,0.000,,,0.000
InterestAndOtherIncome,,,,8000.000,4000.000,3000.000,3000.000,2000.000,,0.000,,,0.000
InterestExpense,,,,139000.000,123000.000,423000.000,540000.000,1247000.000,543000.000,564000.000,539000.000,537000.000,3616000.000
InterestExpenseOther,30000.000,227000.000,97000.000,131000.000,842000.000,420000.000,537000.000,522000.000,543000.000,564000.000,539000.000,,
InterestIncomeExpenseNet,,,,-131000.000,-842000.000,,,,,,,,
InterestIncomeExpenseNonoperatingNet,,,,-131000.000,-842000.000,-420000.000,-537000.000,-522000.000,-543000.000,-564000.000,-539000.000,-537000.000,
InterestPaid,,,142000.000,,118000.000,,,,202000.000,,,,140000.000
NetCashProvidedByUsedInFinancingActivities,,,2000.000,,-1051000.000,,,,309000.000,,,,2128000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,2000.000,,-1051000.000,,,,309000.000,,,,2128000.000
NetCashProvidedByUsedInInvestingActivities,,,-1014000.000,,-635000.000,,,,-940000.000,,,,-478000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-1014000.000,,-635000.000,,,,-940000.000,,,,-478000.000
NetCashProvidedByUsedInOperatingActivities,,,-2595000.000,,1057000.000,,,,-727000.000,,,,-1800000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-2595000.000,,1057000.000,,,,-727000.000,,,,-1800000.000
NetIncomeLoss,-5404000.000,-4031000.000,-3202000.000,-3802000.000,-3353000.000,-3586000.000,-1744000.000,-1679000.000,-2828000.000,-1330000.000,-1308000.000,-35000.000,-4580000.000
OperatingIncomeLoss,-5734000.000,-4269000.000,-2985000.000,-3458000.000,-2444000.000,-381000.000,-749000.000,-1699000.000,-1677000.000,-879000.000,-1054000.000,-1207000.000,-3532000.000
OtherAssetImpairmentCharges,,,,,,300000.000,,,,,,,
PaidInKindInterest,,,,,,,,,257000.000,,,,2403000.000
PaymentsOfDebtExtinguishmentCosts,,,,,,,,,,,,,1000000.000
PaymentsOfFinancingCosts,,,,,94000.000,,,,41000.000,,,,491000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,972000.000,,635000.000,,,,940000.000,,,,478000.000
ProceedsFromRepaymentsOfLinesOfCredit,,,,,,,,,2225000.000,,,,-1699000.000
ProceedsFromStockOptionsExercised,,,2000.000,,1000.000,,,,,,,,
ProvisionForDoubtfulAccounts,,,,,,,,,150000.000,,,,115000.000
RepaymentsOfLinesOfCredit,,,,,958000.000,,,,,,,,1700000.000
RepaymentsOfLongTermLinesOfCredit,,,,,,,,,1875000.000,,,,
RepaymentsOfSeniorDebt,,,,,,,,,,,,,5000000.000
ResearchAndDevelopmentExpense,1359000.000,1510000.000,1050000.000,1227000.000,1719000.000,1500000.000,1664000.000,1671000.000,1559000.000,1252000.000,1452000.000,1414000.000,1257000.000
Revenues,,,,24771000.000,,,,,,,,,
SalesRevenueNet,,,,24771000.000,,,,,,,,,
SalesRevenueServicesNet,15584000.000,20877000.000,25202000.000,24771000.000,21755000.000,22656000.000,23472000.000,26513000.000,26180000.000,22514000.000,18141000.000,16285000.000,13087000.000
SellingAndMarketingExpense,4646000.000,6777000.000,6343000.000,4152000.000,3577000.000,2009000.000,2230000.000,2213000.000,2350000.000,2166000.000,1622000.000,1846000.000,1687000.000
ShareBasedCompensation,,,771000.000,,543000.000,,,,253000.000,,,,125000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,,,,,,,,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,0.893,0.773,0.773,0.773,-1.546,0.678,0.678,0.678,-1.356,0.644
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,0.006,0.006,0.007,0.010,-0.016,0.010,0.010,0.011,-0.021,0.011
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,,,,0.000,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,,,,451561.000,,,,372625.000,,,,580966.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,,,,,3.360,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,96500.000,,,,852405.000,,,,24800.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,,1.090,,,,0.760,,,,0.350
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,,,,,,3.520,,,,5.200
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,1.840,,,,1.580,,,,0.760
WeightedAverageNumberOfDilutedSharesOutstanding,21254000.000,21940000.000,22083000.000,22092000.000,22564000.000,22877000.000,22962000.000,-45541000.000,23225000.000,23228000.000,23230000.000,-46440000.000,23305000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,22877000.000,22962000.000,,,23228000.000,23230000.000,,
WeightedAverageNumberOfSharesOutstandingBasic,21254000.000,21940000.000,22083000.000,22092000.000,22564000.000,22877000.000,22962000.000,-45541000.000,23225000.000,23228000.000,23230000.000,-46440000.000,23305000.000
