,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccruedLiabilitiesCurrent,329749.000,90680.000,55901.000,7330.000,38080.000,11540.000,7470.000,3220.000,16010.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,51677946.000,,
AccumulatedAmortizationDeferredFinanceCosts,1104629.000,1183891.000,1263152.000,1342413.000,1421674.000,1500935.000,1580197.000,1659457.000,1738718.000
Assets,40736233.000,45383763.000,44300038.000,45272331.000,47261718.000,51346870.000,51623961.000,52045437.000,53009684.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,8800000.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,3860000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,28000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,28000.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,28000.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,3860000.000,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,996000.000,,
CapitalLeasesOfLesseeContingentRentalsBasisSpreadOnVariableRate,,,,,0.200,0.200,0.200,0.200,0.200
CashAndCashEquivalentsAtCarryingValue,1316893.000,779456.000,2325024.000,1971287.000,1632866.000,1269384.000,3320599.000,2524585.000,2636199.000
CashAndDueFromBanks,,,,,,,936593.000,,
CashFDICInsuredAmount,,,,,,,250000.000,,
DebtInstrumentBasisSpreadOnVariableRate,,,,,,,0.010,,
DeferredCosts,377812.000,571421.000,1003519.000,1140470.000,1431585.000,1414890.000,1752344.000,1826684.000,1939357.000
DeferredCostsLeasingAccumulatedAmortization,1107859.000,1154106.000,740183.000,794464.000,851250.000,926333.000,996614.000,1023673.000,1086684.000
DeferredCostsLeasingNet,778853.000,790909.000,795274.000,1471800.000,1415013.000,1383370.000,1400573.000,1916462.000,1984957.000
DeferredFinanceCostsNet,1123191.000,1043930.000,964668.000,885407.000,806146.000,726885.000,647623.000,568363.000,489104.000
DeferredOfferingCosts,,,,,,,962325.000,,
DeferredRevenue,,,,,,,,,322150.000
DueFromRelatedParties,60000.000,60000.000,60000.000,60000.000,60000.000,60000.000,60000.000,60000.000,60000.000
DueToAffiliateCurrentAndNoncurrent,,,,,,322718.000,,,
DueToRelatedPartiesCurrentAndNoncurrent,0.000,284745.000,20000.000,0.000,,,,,
EntityNotSubjectToIncomeTaxesDifferenceInBasesAmount,,,,,,,3322972.000,,
InterestPayableCurrent,186490.000,185353.000,201523.000,199691.000,197806.000,196607.000,230972.000,229738.000,224781.000
Land,2117435.000,2117435.000,2117435.000,2117435.000,2117435.000,2117435.000,2117435.000,,
Liabilities,46155016.000,47082585.000,48942518.000,50267314.000,52652333.000,54045692.000,57082491.000,58346036.000,60111021.000
LineOfCreditFacilityAmountOutstanding,,,,,5934616.000,5934616.000,14934616.000,14934616.000,14934616.000
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,21000000.000,21000000.000,,21000000.000,21000000.000
LongTermDebtFairValue,,,,,46680927.000,46733412.000,55478595.000,55141100.000,54526767.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,1093545.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,50651516.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,1155574.000,,
MembersEquity,,,,,-5390615.000,2698822.000,-5458530.000,-6300599.000,-7101337.000
OfferingCostsPartnershipInterests,,,,,,,151070.000,,
OtherAssets,,,,,,,45956.000,21758.000,30778.000
OtherReceivables,57758.000,73911.000,,16162.000,60677.000,79774.000,,,
PrepaidInsurance,,,,,14826.000,10144.000,,,
RealEstateAccumulatedDepreciation,,,,,,,13651197.000,,
RealEstateAndAccumulatedDepreciationAmountOfEncumbrances,,,,,,,52900635.000,,
RealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionImprovements,,,,,,,50989946.000,,
RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,,,,,,,4940682.000,,
RealEstateAndAccumulatedDepreciationInitialCostOfLand,,,,,,,2117435.000,,
RealEstateGrossAtCarryingValue,,,,,,,58048063.000,,
RealEstateInvestmentPropertyNet,37021726.000,37713797.000,39151553.000,39727205.000,41840605.000,42844009.000,44396866.000,45127585.000,45869289.000
RentalProperties,4940682.000,4940682.000,4940682.000,4940682.000,4940682.000,4940682.000,,,
SecuredDebt,40432050.000,40185546.000,44935520.000,44682124.000,44425212.000,44164732.000,52900635.000,52632871.000,52361389.000
TenantImprovements,2438753.000,2519628.000,2702193.000,2702193.000,4447319.000,4817085.000,,,
USGovernmentSecuritiesAtCarryingValue,,,,,,,2384006.000,,
