,2011-09-30
CostOfRevenue,40165000.000
EarningsPerShareBasic,0.020
EarningsPerShareDiluted,0.020
IncomeLossFromContinuingOperations,83000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-566000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,84000.000
IncomeLossFromContinuingOperationsPerBasicShare,0.020
IncomeLossFromContinuingOperationsPerDilutedShare,0.020
IncomeTaxExpenseBenefit,-650000.000
InterestExpense,237000.000
NetIncomeLoss,83000.000
NetIncomeLossAttributableToNoncontrollingInterest,-1000.000
NonoperatingIncomeExpense,-691000.000
OperatingIncomeLoss,125000.000
OtherNonoperatingIncomeExpense,-454000.000
SalesRevenueGoodsNet,52524000.000
SellingGeneralAndAdministrativeExpense,12234000.000
WeightedAverageNumberOfDilutedSharesOutstanding,3483268.000
WeightedAverageNumberOfSharesOutstandingBasic,3447142.000
