,2011-03-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdvertisingRevenue,1076000000.000,1275000000.000,1354000000.000,1073000000.000,1166000000.000,1163000000.000,1269000000.000,1091000000.000,1220000000.000,1275000000.000,1325000000.000,1124000000.000,1249000000.000,1255000000.000,1367000000.000,1172000000.000,1223000000.000,1245000000.000,1320000000.000,1123000000.000,1216000000.000,1150000000.000,1294000000.000,1109000000.000
AllocatedShareBasedCompensationExpense,33000000.000,30000000.000,29000000.000,28000000.000,35000000.000,30000000.000,31000000.000,29000000.000,35000000.000,33000000.000,32000000.000,31000000.000,30000000.000,29000000.000,26000000.000,25000000.000,21000000.000,29000000.000,26000000.000,26000000.000,19000000.000,92000000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,17200000.000,11800000.000,17300000.000,9800000.000,12800000.000,-27400000.000,7300000.000,0.000,3200000.000,-7300000.000,0.000,100000.000,2100000.000,-1100000.000,4100000.000,8600000.000,8100000.000,-13900000.000,12700000.000,13200000.000,17000000.000,-28200000.000,15600000.000,11800000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,,383000000.000,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,126000000.000,,,,-177000000.000,,,,-986000000.000,,,,185000000.000,,,,-179000000.000,,,,64000000.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,-3000000.000,,,,0.000,,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,0.150,0.250,0.250,0.250,0.275,0.275,0.275,0.275,0.300,0.300,0.300,0.300,0.330,0.330,0.330,0.330,0.400,0.400,0.400,0.400,0.400,0.200,0.200,0.200
ComprehensiveIncomeNetOfTax,,,,,,,478000000.000,433000000.000,668000000.000,979000000.000,572000000.000,510000000.000,602000000.000,515000000.000,378000000.000,-209000000.000,707000000.000,805000000.000,406000000.000,329000000.000,353000000.000,192000000.000,261000000.000,187000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,7000000.000,8000000.000,20000000.000,4000000.000,11000000.000,9000000.000,44000000.000,9000000.000,11000000.000,1000000.000,57000000.000,9000000.000,9000000.000,5000000.000,11000000.000,3000000.000,11000000.000,7000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,485000000.000,441000000.000,688000000.000,983000000.000,583000000.000,519000000.000,646000000.000,524000000.000,389000000.000,-208000000.000,764000000.000,814000000.000,415000000.000,334000000.000,364000000.000,195000000.000,272000000.000,194000000.000
CostOfGoodsAndServicesSold,1721000000.000,1945000000.000,2185000000.000,1645000000.000,1599000000.000,1564000000.000,1763000000.000,1539000000.000,1845000000.000,1652000000.000,1474000000.000,1538000000.000,1565000000.000,1965000000.000,1623000000.000,2056000000.000,1252000000.000,1937000000.000,1593000000.000,1654000000.000,1575000000.000,1862000000.000,1819000000.000,1944000000.000
CostsAndExpenses,2507000000.000,2785000000.000,2936000000.000,2399000000.000,2338000000.000,2313000000.000,2517000000.000,2288000000.000,2608000000.000,2545000000.000,2237000000.000,2302000000.000,2335000000.000,2827000000.000,2409000000.000,3040000000.000,1974000000.000,2733000000.000,2315000000.000,2415000000.000,2338000000.000,2894000000.000,2618000000.000,2924000000.000
DebtConversionConvertedInstrumentAmount1,,,,,,,844000000.000,,,,,,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,-67000000.000,,,,61000000.000,,,,-30000000.000,,,,232000000.000,,,,299000000.000,,,,-63000000.000,
DefinedBenefitPlanAmortizationOfGainsLosses,-3000000.000,-3000000.000,-4000000.000,-5000000.000,-5000000.000,-5000000.000,-3000000.000,-2000000.000,-2000000.000,-2000000.000,0.000,0.000,-1000000.000,-1000000.000,-1000000.000,-2000000.000,-2000000.000,-3000000.000,-1000000.000,-2000000.000,-1000000.000,-1000000.000,-2000000.000,-2000000.000
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,0.000,0.000,,,,,1000000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,
DefinedBenefitPlanExpectedReturnOnPlanAssets,9000000.000,9000000.000,9000000.000,9000000.000,10000000.000,9000000.000,11000000.000,11000000.000,11000000.000,12000000.000,13000000.000,12000000.000,13000000.000,12000000.000,13000000.000,11000000.000,11000000.000,11000000.000,10000000.000,9000000.000,10000000.000,9000000.000,9000000.000,9000000.000
DefinedBenefitPlanInterestCost,11000000.000,11000000.000,12000000.000,12000000.000,12000000.000,11000000.000,11000000.000,10000000.000,10000000.000,12000000.000,12000000.000,12000000.000,11000000.000,11000000.000,12000000.000,10000000.000,10000000.000,11000000.000,9000000.000,8000000.000,9000000.000,9000000.000,8000000.000,8000000.000
DefinedBenefitPlanNetPeriodicBenefitCost,12000000.000,12000000.000,15000000.000,16000000.000,15000000.000,15000000.000,12000000.000,1000000.000,1000000.000,2000000.000,-1000000.000,0.000,-1000000.000,0.000,24000000.000,1000000.000,1000000.000,3000000.000,0.000,1000000.000,0.000,1000000.000,1000000.000,1000000.000
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,,,,,,,,,,,,,,,-24000000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
DefinedBenefitPlanServiceCost,7000000.000,7000000.000,8000000.000,8000000.000,8000000.000,8000000.000,8000000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,
DepreciationAndAmortization,67000000.000,65000000.000,62000000.000,59000000.000,57000000.000,58000000.000,57000000.000,60000000.000,58000000.000,62000000.000,59000000.000,52000000.000,52000000.000,54000000.000,55000000.000,57000000.000,56000000.000,54000000.000,55000000.000,56000000.000,55000000.000,55000000.000,56000000.000,58000000.000
DiscontinuedOperationAmountOfAdjustmentToPriorPeriodGainLossOnDisposalBeforeIncomeTax,,,-383000000.000,,,,,,,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,-377000000.000,,,,,,,,,,,,,,,,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,2000000.000,,,,,,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,0.000,,,,,,,,,,,,,,,,,,,,,
DividendsCommonStockCash,-91000000.000,-147000000.000,138000000.000,135000000.000,145000000.000,141000000.000,140000000.000,,,,134000000.000,,,,136000000.000,,,,159000000.000,,,,79000000.000,
EarlyRepaymentOfSeniorDebt,582000000.000,,,,,,,,,,,,,,,,,,,,,,,
EarningsPerShareBasic,0.630,0.990,0.390,1.090,1.020,1.230,0.940,0.970,1.330,1.690,1.230,1.150,1.430,1.720,1.220,-0.130,1.490,2.200,1.130,0.760,1.090,0.650,1.000,0.300
EarningsPerShareDiluted,0.630,0.970,0.380,1.070,1.010,1.230,0.920,0.960,1.310,1.650,1.200,1.130,1.400,1.700,1.200,-0.130,1.470,2.190,1.130,0.760,1.090,0.630,1.000,0.300
EffectOfExchangeRateOnCashAndCashEquivalents,,,-11000000.000,,,,-5000000.000,,,,2000000.000,,,,-29000000.000,,,,-7000000.000,,,,-38000000.000,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,,,,,0.510,0.318,,0.357,0.328,0.307,-0.731,0.279,0.169
EffectiveIncomeTaxRateReconciliationDeductions,,,,,,,,,,,,,,,,19.800,,,0.029,,,,,
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,,,,,,,,,,,,,,,,,,,,,-0.021,,0.029,0.133
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,,16000000.000,,,,5000000.000,,,,35000000.000,,,,0.000,,,,,
GainsLossesOnExtinguishmentOfDebt,-87000000.000,0.000,,-21000000.000,0.000,,,0.000,0.000,,,,-11000000.000,,,,0.000,,,,,,,-30000000.000
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperations,376000000.000,574000000.000,591000000.000,588000000.000,523000000.000,643000000.000,473000000.000,481000000.000,647000000.000,806000000.000,547000000.000,502000000.000,611000000.000,732000000.000,,,591000000.000,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,802000000.000,,718000000.000,747000000.000,975000000.000,1079000000.000,837000000.000,727000000.000,942000000.000,1008000000.000,790000000.000,-98000000.000,946000000.000,865000000.000,717000000.000,460000000.000,635000000.000,178000000.000,566000000.000,154000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,382000000.000,589000000.000,601000000.000,599000000.000,536000000.000,649000000.000,482000000.000,489000000.000,666000000.000,812000000.000,557000000.000,511000000.000,654000000.000,742000000.000,,,645000000.000,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,0.630,0.990,1.070,1.090,1.000,1.260,0.940,0.980,1.340,1.690,1.230,1.150,1.430,1.730,,,1.490,,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,0.630,0.970,1.060,1.080,0.990,1.230,0.930,0.960,1.320,1.650,1.200,1.130,1.400,1.700,,,1.470,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,0.000,-379000000.000,-3000000.000,11000000.000,7000000.000,-3000000.000,-3000000.000,-4000000.000,-2000000.000,0.000,0.000,-1000000.000,0.000,,,0.000,,,,,,,
