,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AmortizationOfFinancingCosts,,,,,,,135000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-106576.000,,,,-200972.000,,-46017.000
CostsAndExpenses,2118140.000,2840608.000,734166.000,105496.000,814096.000,769309.000,415212.000
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,,,,,1.958,,
DepreciationAndAmortization,,,,,,,7594.000
DerivativeGainLossOnDerivativeNet,-56442.000,,,,-229560.000,,-301249.000
EffectOfExchangeRateOnCashAndCashEquivalents,153492.000,,,,613.000,,1432.000
EmbeddedDerivativeGainLossOnEmbeddedDerivativeNet,,,,,,,301249.000
ForeignCurrencyTransactionGainLossBeforeTax,153492.000,-7889.000,5501.000,-129574.000,14653.000,-6850.000,13070.000
GainLossOnDerivativeInstrumentsNetPretax,56442.000,532912.000,-95306.000,-169468.000,229560.000,69440.000,2249.000
GainsLossesOnExtinguishmentOfDebt,,,,,,,40064.000
GainsLossesOnExtinguishmentOfDebtBeforeWriteOffOfDeferredDebtIssuanceCost,,,,,,,4178.000
GeneralAndAdministrativeExpense,278047.000,150606.000,38741.000,-38758.000,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.130,-0.140,-0.050,-0.020,-0.040,-0.040,-0.040
IncomeTaxesPaidNet,,,,,0.000,,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,43825.000,,,,-8429.000,,271244.000
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,-9244.000,,-17149.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-35417.000,,,,3542.000,,-21178.000
InterestExpense,14063.000,14332.000,16698.000,19362.000,31678.000,90810.000,126366.000
InterestPaidNet,,,,,0.000,,0.000
InvestmentBankingAdvisoryBrokerageAndUnderwritingFeesAndCommissions,,-120000.000,-105000.000,,-100000.000,-50000.000,-75000.000
InvestmentIncomeInterest,213.000,54.000,,,7.000,5.000,
MarketingAndAdvertisingExpense,,,,,70000.000,,
NetCashProvidedByUsedInFinancingActivities,909747.000,,,,415000.000,,1670000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,909747.000,,,,415000.000,,1670000.000
NetCashProvidedByUsedInInvestingActivities,-284828.000,,,,-5452.000,,-252977.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-284828.000,,,,-5452.000,,-252977.000
NetCashProvidedByUsedInOperatingActivities,-884987.000,,,,-611133.000,,-1464472.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-884987.000,,,,-611133.000,,-1464472.000
NetIncomeLoss,-2075548.000,-2321330.000,-846177.000,-294336.000,-615756.000,-790665.000,-499256.000
OfficersCompensation,100200.000,808000.000,380164.000,2661510.000,269750.000,138791.000,43321.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,,,,,-229560.000,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-1922056.000,-2329219.000,-840676.000,-423910.000,-601103.000,-797515.000,-486186.000
OtherGeneralAndAdministrativeExpense,,,,,269801.000,527298.000,193952.000
OtherIncome,,644.000,-7.000,,451.000,9.000,9.000
OtherNonoperatingIncomeExpense,42592.000,519278.000,-112011.000,-188840.000,198340.000,-21356.000,-84044.000
PaymentsToAcquireBusinessesNetOfCashAcquired,278701.000,,,,,,
PaymentsToAcquireMineralRights,,,,,,,250000.000
PaymentsToAcquireProductiveAssets,,,,,5452.000,,2977.000
PaymentsToAcquirePropertyPlantAndEquipment,6127.000,,,,,,
ProceedsFromIssuanceOfCommonStock,901503.000,,,,,,
ProceedsFromIssuanceOfUnsecuredDebt,,,,,,,375000.000
ProceedsFromNotesPayable,,,,,415000.000,,945000.000
ProceedsFromRepaymentsOfRelatedPartyDebt,8244.000,,,,,,250000.000
ProfessionalFees,,,,,56698.000,9697.000,6000.000
ProfitLoss,-2075548.000,,,,-615756.000,,-1905677.000
ResultsOfOperationsDepreciationDepletionAmortizationAndAccretion,,,,,1586.000,,
SellingAndMarketingExpense,,5068.000,,,,,
StockOptionPlanExpense,1238595.000,,,,246728.000,,409192.000
TravelAndEntertainmentExpense,164883.000,69757.000,,,,,28644.000
UnrealizedGainLossOnDerivatives,625829.000,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,,16421761.000,16623391.000,,,19535132.000,13754441.000
