,2011-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,903000.000
AmortizationOfDebtDiscountPremium,797000.000
CashAcquiredFromAcquisition,461000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-3569000.000
ComprehensiveIncomeNetOfTax,-13188000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,14709000.000
DeferredIncomeTaxExpenseBenefit,-1929000.000
DepreciationAndAmortization,4029000.000
DepreciationDepletionAndAmortization,4029000.000
EarningsPerShareBasicAndDiluted,-1.280
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,-194000.000
ForeignCurrencyTransactionGainBeforeTax,1757000.000
ForeignCurrencyTransactionGainLossBeforeTax,1757000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-13878000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-11496000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-1.280
IncomeTaxExpenseBenefit,-2382000.000
IncomeTaxesPaid,50000.000
IncreaseDecreaseInAccountsPayable,14973000.000
IncreaseDecreaseInAccountsReceivable,6260000.000
IncreaseDecreaseInAccruedLiabilities,4911000.000
IncreaseDecreaseInDeferredCharges,2712000.000
IncreaseDecreaseInDeferredIncomeTaxes,-396000.000
IncreaseDecreaseInDeferredRevenue,-1140000.000
IncreaseDecreaseInInventories,3413000.000
IncreaseDecreaseInOtherOperatingAssets,19000.000
IncreaseDecreaseInOtherOperatingLiabilities,-218000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-882000.000
InterestExpense,4596000.000
InterestPaid,1505000.000
NetCashProvidedByUsedInFinancingActivities,4686000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,4686000.000
NetCashProvidedByUsedInInvestingActivities,-5081000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-5081000.000
NetCashProvidedByUsedInOperatingActivities,-2980000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-2980000.000
NetIncomeLoss,-9975000.000
NetIncomeLossAttributableToNoncontrollingInterest,-1521000.000
NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1,5000.000
OperatingExpenses,102517000.000
OperatingIncomeLoss,-12827000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-3213000.000
OtherNonoperatingIncome,660000.000
PaymentsForCapitalImprovements,392000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,5150000.000
ProceedsFromIssuanceOfDebt,6637000.000
ProceedsFromRepaymentsOfLinesOfCredit,5898000.000
ProfitLoss,-11496000.000
RepaymentsOfLongTermDebt,7849000.000
Revenues,89690000.000
SalesRevenueNet,89690000.000
SellingGeneralAndAdministrativeExpense,33440000.000
ShareBasedCompensation,987000.000
StockGrantedDuringPeriodValueSharebasedCompensation,84000.000
StockIssued1,1174000.000
StockIssuedDuringPeriodValueAcquisitions,5000.000
TechnologyServicesCosts,3400000.000
TechnologyServicesRevenue,5075000.000
