,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-3525.000,,,,1350.000,,,,3454.000,,,
EarningsPerShareBasicAndDiluted,,-0.010,,,,,,,,,,
GeneralAndAdministrativeExpense,,,564.000,,,74.000,267.000,,,,,
IncreaseDecreaseInInterestPayableNet,812.000,,,,1132.000,,,,1316.000,,,
InterestExpense,-812.000,-919.000,-992.000,6480.000,-1132.000,-1249.000,-1289.000,-1327.000,-1316.000,-1649.000,-1616.000,-15863.000
InterestIncomeExpenseNet,,,,,1132.000,,,,1316.000,1316.000,1616.000,2128.000
NetCashProvidedByUsedInFinancingActivities,,,,,5000.000,,,,12500.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,5000.000,,,,12500.000,,,
NetCashProvidedByUsedInOperatingActivities,-3525.000,,,,-3650.000,,,,-9046.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-3525.000,,,,-3650.000,,,,-9046.000,,,
NetIncomeLoss,4337.000,-5969.000,-5756.000,-11418.000,-4782.000,-9423.000,-3282.000,-2473.000,-10362.000,-5275.000,-3342.000,-83768.000
OperatingExpenses,3525.000,5050.000,4764.000,1710.000,3650.000,8174.000,1993.000,1146.000,9046.000,3626.000,1726.000,67905.000
OtherExpenses,812.000,-919.000,-992.000,-2658.000,-1132.000,-1249.000,-1289.000,-1327.000,-1316.000,-1649.000,-1616.000,-15863.000
ProceedsFromRelatedPartyDebt,,,,,5000.000,,,,12500.000,,,
ProfessionalFees,3525.000,5050.000,4200.000,1710.000,3650.000,8100.000,1726.000,1146.000,9046.000,3626.000,1726.000,61307.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,,1625.000,,,,3500.000,3500.000,6453.000,
WeightedAverageNumberOfSharesOutstandingBasic,1000000.000,1000000.000,1000000.000,-2000000.000,1000000.000,1000000.000,1000000.000,-2000000.000,1000000.000,1000000.000,1000000.000,-2000000.000
