,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,0.000,,,,-61367.000
ComprehensiveIncomeNetOfTax,,,,,,,-9980.000
CostOfRevenue,,,,,,,29657.000
Depreciation,,,,,,,51.000
EarningsPerShareBasic,-0.000,-0.000,-0.000,0.000,-0.000,-0.020,0.000
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,-7526.000
GeneralAndAdministrativeExpense,2149.000,6082.000,13875.000,3400.000,7900.000,33243.000,61277.000
GrossProfit,,,,,,,58823.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,-6082.000,-13875.000,-3400.000,-7900.000,-176306.000,-2454.000
IncomeTaxExpenseBenefit,,0.000,0.000,,,,0.000
IncomeTaxesPaid,,,0.000,,,,0.000
IncreaseDecreaseInAccountsPayable,,,0.000,,,,-6325.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,60967.000
IncreaseDecreaseInInventories,,,,,,,0.000
IncreaseDecreaseInOtherCurrentAssets,,,,,,,-13396.000
IncreaseDecreaseInOtherOperatingAssets,,,,,,,-86492.000
InterestPaid,,,0.000,,,,0.000
NetCashProvidedByUsedInFinancingActivities,,,13875.000,,,,-5633.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,13875.000,,,,-5633.000
NetCashProvidedByUsedInInvestingActivities,,,0.000,,,,559.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,,,,559.000
NetCashProvidedByUsedInOperatingActivities,,,-13875.000,,,,-55175.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-13875.000,,,,-55175.000
NetIncomeLoss,-2149.000,-6082.000,-13875.000,,-7900.000,,-2454.000
OperatingExpenses,2149.000,6082.000,13875.000,3400.000,7900.000,214246.000,61277.000
OperatingIncomeLoss,,-6082.000,-13875.000,-3400.000,-7900.000,-176306.000,-2454.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,559.000
ProceedsFromContributionsFromAffiliates,,,,,,,10590.000
ProceedsFromRelatedPartyDebt,,,,,,,26337.000
Revenues,,0.000,0.000,,0.000,,88480.000
SaleOfStockPercentageOfOwnershipAfterTransaction,,,,,,,1.000
SalesRevenueNet,,0.000,0.000,,0.000,,88480.000
ShareBasedCompensation,,,0.000,,,,
StockRedeemedOrCalledDuringPeriodShares,,,,,,,10000000.000
StockRedeemedOrCalledDuringPeriodValue,,,,,,,1000.000
WeightedAverageNumberOfSharesOutstandingBasic,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,-20000000.000,20011111.000
