,2011-06-30,2011-09-30
CostOfRevenue,681.000,
EarningsPerShareBasicAndDiluted,-0.010,-0.010
ForeignCurrencyTransactionGainLossBeforeTax,11730.000,-49578.000
GrossProfit,257.000,304.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-90167.000,-110893.000
InterestExpense,11243.000,11217.000
NetIncomeLoss,-90167.000,-110893.000
OperatingExpenses,90826.000,49854.000
OperatingIncomeLoss,-90569.000,-49550.000
OtherIncome,-85.000,-548.000
OtherNonoperatingIncomeExpense,402.000,-61343.000
ResearchAndDevelopmentExpense,40848.000,4114.000
Revenues,853.000,-244.000
SalesRevenueNet,938.000,304.000
SellingGeneralAndAdministrativeExpense,49978.000,45740.000
WeightedAverageNumberOfSharesOutstandingBasic,62375200.000,62375200.000
