,2011-09-30,2012-03-31
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,0.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-402000.000
ComprehensiveIncomeNetOfTax,,-1119000.000
CostOfGoodsAndServicesSold,13895000.000,12608000.000
DeferredIncomeTaxExpenseBenefit,,-358000.000
DepreciationDepletionAndAmortization,,56000.000
EarningsPerShareBasic,-0.020,-0.040
EarningsPerShareDiluted,-0.020,-0.040
EffectOfExchangeRateOnCashAndCashEquivalents,,-102000.000
ForeignCurrencyTransactionGainLossUnrealized,,-11000.000
GainLossOnSaleOfOtherAssets,,20000.000
GeneralAndAdministrativeExpense,958000.000,1273000.000
GrossProfit,1390000.000,486000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-1242000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-234000.000,
IncomeTaxExpenseBenefit,230000.000,-96000.000
IncomeTaxesPaid,,0.000
IncreaseDecreaseInAccountsPayable,,5481000.000
IncreaseDecreaseInAccountsReceivable,,9182000.000
IncreaseDecreaseInAccruedLiabilities,,373000.000
IncreaseDecreaseInAccruedTaxesPayable,,-491000.000
IncreaseDecreaseInBillingInExcessOfCostOfEarnings,,3941000.000
IncreaseDecreaseInCustomerDeposits,,37000.000
IncreaseDecreaseInInventories,,56000.000
IncreaseDecreaseInOtherReceivables,,4000.000
IncreaseDecreaseInUnbilledReceivables,,-360000.000
InterestExpenseDebt,17000.000,37000.000
InterestPaid,,25000.000
InvestmentIncomeInterest,33000.000,
NetCashProvidedByUsedInFinancingActivities,,2000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,2000.000
NetCashProvidedByUsedInInvestingActivities,,-11000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-11000.000
NetCashProvidedByUsedInOperatingActivities,,-291000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-291000.000
NetIncomeLoss,-464000.000,-1146000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-464000.000,
OperatingExpenses,1719000.000,1700000.000
OperatingIncomeLoss,-329000.000,-1214000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,27000.000
OtherNonoperatingIncomeExpense,79000.000,9000.000
PaymentsToAcquirePropertyPlantAndEquipment,,44000.000
ProceedsFromIssuanceOfLongTermDebt,,135000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,33000.000
Revenues,15285000.000,13094000.000
SalesRevenueNet,15285000.000,13094000.000
SellingAndMarketingExpense,761000.000,427000.000
ShareBasedCompensation,,92000.000
StockIssuedDuringPeriodValueShareBasedCompensation,,92000.000
WeightedAverageNumberOfDilutedSharesOutstanding,28940000.000,29335000.000
WeightedAverageNumberOfSharesOutstandingBasic,28940000.000,29335000.000
