,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-04-30,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-04-30,2016-10-31,2017-04-30
AdministrativeFeesAmountPaid,,,278.000,,,,,,,,,,,,,,,
AdministrativeFeesExpense,,,,,,,,,0.000,,,,,,,,,
AdvertisingExpense,,,,,,,,,0.000,923.000,1169.000,1302.000,,,,,,
AmortizationOfFinancingCosts,0.000,0.000,,,,,,,0.000,,,,,,,,,
CashPeriodIncreaseDecrease,0.000,,,,-529.000,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ExchangeFees,0.000,0.000,,,,,,,0.000,,,,,,,,,
GeneralAndAdministrativeExpense,2000.000,1270.000,1378.000,4404.000,8429.000,5000.000,5600.000,-13475.000,0.000,1523.000,6318.000,2552.000,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,2000.000,,,,7900.000,,,,,,6318.000,,,,,,,
NetCashProvidedByUsedInFinancingActivities,0.000,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,0.000,,,,-529.000,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,0.000,,,,-529.000,,,,,,,,,,,,,
NetIncomeLoss,-2000.000,-1270.000,-1378.000,-4404.000,-8429.000,-5000.000,-5600.000,13475.000,0.000,-1523.000,-6318.000,-2552.000,,,,,,
OperatingIncomeLoss,2000.000,,,,-8429.000,,,,0.000,,-6318.000,,,,,,,
ProceedsFromIssuanceOfCommonStock,0.000,,,,,,,,,,,,,,,,,
ProfessionalFees,2000.000,1270.000,1100.000,3555.000,7900.000,5000.000,5600.000,-14150.000,0.000,600.000,5149.000,1250.000,,,,,,
ServiceManagementCosts,0.000,0.000,,,529.000,,,,,,,,,,,,,
ShareholderLoansToFinanceLeveragedBuyout,0.000,,,,,,,,,,,,,,,,,
WeightedAverageNumberOfSharesCommonStockSubjectToRepurchaseOrCancellation,,,,,35000000.000,,,,,,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,5000000.000,5000000.000,35000000.000,,,35000000.000,35000000.000,,35500000.000,35500000.000,35500000.000,35500000.000,35500000.000,-71000000.000,35500000.000,35500000.000,35500000.000,35500000.000
