,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31
AccountsPayableAndAccruedLiabilitiesCurrent,8546.000,42791.000,59405.000,27520.000,50862.000,54244.000,15420.000,12326.000,56296.000,2565.000,8871.000,810.000,73228.000,5851.000,18986.000,1712.000,,733446.000,245580.000,43276.000,2659211.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,,163241.000,,,,0.000,,,,,
AccumulatedDistributionsInExcessOfNetIncome,,,,,,,,,,,,,,,,,,,,6316757.000,47724049.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,-7051088.000,-5197086.000,9151281.000,14229635.000,15317854.000,12958031.000,0.000
Assets,34494508.000,39887519.000,35377979.000,36434369.000,36434419.000,36425308.000,35216323.000,34730788.000,36356191.000,51881677.000,50414340.000,50604404.000,51297086.000,52289493.000,43977019.000,46308387.000,62687331.000,68696130.000,68808573.000,59965198.000,22127839.000
AssetsCurrent,498353.000,734021.000,,,,,,1330211.000,,,,1683837.000,,,,4306170.000,,,,41346776.000,1406785.000
Cash,,,,,,,,,,,,,,,,,,,,770927.000,
CashAndCashEquivalentsAtCarryingValue,498353.000,734021.000,734049.000,733904.000,733954.000,733954.000,1330211.000,1330211.000,1330211.000,877063.000,1428094.000,1683837.000,2189670.000,2440115.000,4046003.000,4306170.000,4979948.000,5272392.000,5841015.000,770927.000,1406785.000
DeferredTaxAssetsCharitableContributionCarryforwards,,,,,,,,78018.000,,,,85000.000,,,,106029.000,,,,0.000,
DeferredTaxAssetsEquityMethodInvestments,,,,,,,,4115180.000,,,,5362468.000,,,,,,,,817108.000,
DeferredTaxAssetsGross,,,,,,,,6077402.000,,,,5604547.000,,,,6824076.000,,,,,
DeferredTaxAssetsGrossNoncurrent,,,,,,,,,,,,,,,,,,,,,651730.000
DeferredTaxAssetsInvestments,,,,,,,,,,,,,,,,5057227.000,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,0.000,,,,0.000,,,,0.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,1431895.000,,,,0.000,,,,191562.000,,,,0.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,,295230.000,,,,0.000,,,,436360.000,,,,0.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,6077402.000,,,,5604547.000,,,,6824076.000,,,,,
DeferredTaxLiabilities,,,,,,,,,,,,,,,,,,,,1253354.000,
DeferredTaxLiabilitiesGrossNoncurrent,,,,,,,,,,,,,,,,,,,,1253354.000,0.000
DeferredTaxLiabilitiesInvestments,,,,,,,,,,,,,,,,,,,,2223053.000,
DueFromRelatedPartiesNoncurrent,5179772.000,5179772.000,5179772.000,5179772.000,5179772.000,,,,,,,,,,,,,,,,0.000
DueToRelatedPartiesNoncurrent,2756195.000,2787315.000,2859192.000,2919339.000,2956466.000,,,,,,,,,,,,,,,102657.000,
EquityMethodInvestments,28816383.000,,,,,,,,,,,,,282966.000,,,,,,,
IncomeTaxReceivable,,,,,,,,,,,,,,,,,,,,91080.000,
IncomeTaxesReceivable,,,,,,,,,,,,,,,,,,,,,0.000
Liabilities,2764741.000,2830106.000,2918597.000,2946859.000,3007328.000,3174873.000,3201781.000,3245441.000,3319839.000,3359687.000,3419122.000,3614844.000,3859116.000,4097304.000,3812250.000,3689566.000,3801859.000,4579584.000,4142231.000,1399287.000,2867224.000
LiabilitiesAndStockholdersEquity,34494508.000,39887519.000,35377979.000,36434369.000,36434419.000,36425308.000,35216323.000,34730788.000,36356191.000,51881677.000,50414340.000,50604404.000,51297086.000,52289493.000,43977019.000,46308387.000,62687331.000,68696130.000,68808573.000,59965198.000,22127839.000
LiabilitiesCurrent,8546.000,42791.000,,,,,,,,,,164051.000,375402.000,506476.000,180587.000,1712.000,,733446.000,258895.000,,2698870.000
MembersEquity,,,,,,,,31485347.000,,,,46989560.000,,,,42618821.000,,,,58565911.000,
RetainedEarningsAccumulatedDeficit,-4596691.000,-7491267.000,-12089298.000,-11061170.000,-11121589.000,-11298245.000,-12534138.000,-13063333.000,-11512328.000,-9026690.000,-10553462.000,-10559120.000,-10110710.000,-9639457.000,-10332823.000,-9732773.000,-7814489.000,-7661769.000,-8200192.000,-11940800.000,-38288065.000
ShortTermBorrowings,,,,,,,,,,,,,,,,,,,,4900000.000,
StockholdersEquity,31729767.000,37057413.000,32459382.000,33487510.000,33427091.000,33250435.000,32014542.000,31485347.000,33036352.000,48521990.000,46995218.000,46989560.000,47437970.000,48192189.000,40164769.000,42618821.000,58885472.000,64116546.000,64666342.000,58565911.000,19260615.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,31729767.000,37057413.000,32459382.000,33487510.000,33427091.000,33250435.000,32014542.000,31485347.000,33036352.000,48521990.000,46995218.000,46989560.000,47437970.000,48192189.000,40164769.000,42618821.000,58885472.000,64116546.000,64666342.000,58565911.000,19260615.000
TaxesPayableCurrent,,,,,,,,,,,,,302174.000,500625.000,161601.000,,41109.000,0.000,13315.000,,39659.000
