,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
Assets,773196000.000,773196000.000,773196000.000,773196000.000,786727000.000,786727000.000,773196000.000,786727000.000,786727000.000,773196000.000
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,927840.000,927840.000,927840.000,927840.000,927840.000,927840.000,927840.000,927840.000,927840.000,927840.000
CommonStockSharesIssued,927840.000,927840.000,927840.000,927840.000,927840.000,927840.000,927840.000,927840.000,927840.000,927840.000
CommonStockSharesOutstanding,927840.000,927840.000,927840.000,927840.000,927840.000,927840.000,927840.000,927840.000,927840.000,927840.000
CommonStockValue,23196000.000,23196000.000,23196000.000,23196000.000,23196000.000,23196000.000,23196000.000,23196000.000,23196000.000,23196000.000
GeneralPartnersContributedCapital,,,,,,,137000000.000,,,
InterestReceivable,,,,,13531000.000,13531000.000,,13531000.000,13531000.000,
InvestmentsFairValueDisclosure,,,,,,,900000000.000,939000000.000,839000000.000,773000000.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,773196000.000,773196000.000,773196000.000,773196000.000,773196000.000,773196000.000,773196000.000,773196000.000,773196000.000,773196000.000
LiabilitiesAndStockholdersEquity,,,,,786727000.000,786727000.000,,786727000.000,786727000.000,
PreferredStockLiquidationPreference,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000,25.000
PreferredStockRedemptionPricePerShare,,,,,,,25.000,,,
PreferredStockSharesAuthorized,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000
PreferredStockSharesIssued,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000
PreferredStockSharesOutstanding,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000,30000000.000
PreferredStockValue,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000
StockholdersEquity,773196000.000,773196000.000,773196000.000,773196000.000,773196000.000,773196000.000,773196000.000,773196000.000,773196000.000,773196000.000
