,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableAndAccruedLiabilitiesNoncurrent,970000.000,797000.000,684000.000,568000.000,450000.000,343000.000,261000.000,177000.000,90000.000,0.000,0.000,0.000,,198000.000,185000.000,172000.000
AccountsPayableCurrent,4441000.000,7564000.000,5079000.000,6053000.000,8243000.000,8176000.000,7650000.000,7560000.000,5809000.000,5616000.000,4827000.000,5220000.000,4968000.000,5029000.000,6331000.000,4142000.000
AccountsPayableRelatedPartiesCurrent,,,,406000.000,,,,220000.000,,,,30000.000,,,,150000.000
AccountsReceivableGrossCurrent,9459000.000,8650000.000,11188000.000,9268000.000,11971000.000,12252000.000,11091000.000,9030000.000,12127000.000,12851000.000,11753000.000,12203000.000,14589000.000,13238000.000,15255000.000,12528000.000
AccountsReceivableNet,8580000.000,,10052000.000,,11116000.000,11073000.000,9881000.000,,11536000.000,11980000.000,10543000.000,,12394000.000,10252000.000,12328000.000,
AccountsReceivableNetCurrent,8580000.000,7721000.000,10052000.000,8309000.000,11116000.000,11073000.000,9881000.000,8351000.000,11536000.000,11980000.000,10543000.000,10956000.000,12394000.000,10252000.000,12328000.000,10954000.000
AccountsReceivableRelatedPartiesCurrent,533000.000,533000.000,634000.000,885000.000,407000.000,289000.000,137000.000,435000.000,110000.000,60000.000,114000.000,81000.000,139000.000,115000.000,115000.000,116000.000
AccruedLiabilitiesAndOtherLiabilities,26762000.000,25255000.000,25580000.000,24244000.000,24839000.000,25451000.000,22745000.000,20993000.000,20289000.000,21560000.000,19026000.000,16167000.000,16405000.000,17406000.000,19941000.000,16688000.000
AccruedLiabilitiesCurrent,25792000.000,24458000.000,24896000.000,23676000.000,24389000.000,25108000.000,22484000.000,20816000.000,20199000.000,21560000.000,19026000.000,16167000.000,16405000.000,17208000.000,19756000.000,16516000.000
AccruedProfessionalFeesCurrent,3845000.000,3933000.000,4431000.000,3727000.000,3644000.000,5799000.000,5279000.000,5187000.000,3740000.000,3877000.000,3384000.000,3383000.000,3263000.000,5761000.000,5786000.000,5091000.000
AccruedRentNoncurrent,970000.000,797000.000,684000.000,568000.000,450000.000,343000.000,261000.000,177000.000,90000.000,0.000,0.000,0.000,,,,172000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,23396000.000,29468000.000,35547000.000,41603000.000,47857000.000,54155000.000,60498000.000,66819000.000,73239000.000,79699000.000,86227000.000,92751000.000,99277000.000,105857000.000,112228000.000,119008000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,0.000,0.000,0.000,0.000,,,,,,,,,,,,
AdditionalPaidInCapital,,,86673000.000,,86673000.000,86673000.000,86673000.000,,86673000.000,86673000.000,86673000.000,,86673000.000,86673000.000,86673000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,879000.000,929000.000,1136000.000,959000.000,855000.000,1179000.000,1210000.000,679000.000,591000.000,871000.000,1210000.000,1247000.000,2195000.000,2986000.000,2927000.000,1574000.000
Assets,672602000.000,664269000.000,656477000.000,627841000.000,625365000.000,620235000.000,609917000.000,604227000.000,602230000.000,602078000.000,591219000.000,583203000.000,582591000.000,581934000.000,581583000.000,569525000.000
AssetsCurrent,35804000.000,35535000.000,37365000.000,34701000.000,38225000.000,39841000.000,34912000.000,33898000.000,38462000.000,43572000.000,39036000.000,35856000.000,42061000.000,45718000.000,47808000.000,45563000.000
CapitalLeaseObligationsCurrent,1485000.000,1247000.000,767000.000,599000.000,506000.000,454000.000,409000.000,391000.000,360000.000,343000.000,261000.000,177000.000,90000.000,53000.000,54000.000,55000.000
CapitalLeaseObligationsNoncurrent,,,,,,,,,,,,,,198000.000,185000.000,
CapitalLeasesFutureMinimumPaymentsDue,,,,1167000.000,,,,568000.000,,,,177000.000,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,599000.000,,,,391000.000,,,,177000.000,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoAndThreeYears,,,,568000.000,,,,177000.000,,,,,,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,115000.000,,,,51000.000,,,,7000.000,,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,1052000.000,,,,517000.000,,,,170000.000,,,,
CashAndCashEquivalentsAtCarryingValue,15429000.000,14443000.000,15153000.000,13658000.000,16245000.000,17227000.000,14095000.000,14094000.000,15393000.000,18976000.000,16983000.000,13303000.000,17765000.000,23905000.000,24814000.000,21838000.000
ConstructionInProgressGross,1527000.000,1088000.000,683000.000,210000.000,215000.000,250000.000,1240000.000,1683000.000,793000.000,,,565000.000,1385000.000,2006000.000,5131000.000,1475000.000
ConstructionPayableCurrent,231000.000,219000.000,303000.000,302000.000,308000.000,307000.000,307000.000,847000.000,553000.000,306000.000,306000.000,307000.000,307000.000,196000.000,196000.000,197000.000
CustomerAdvancesAndDepositsCurrent,6345000.000,4328000.000,6735000.000,4575000.000,6226000.000,4769000.000,6368000.000,6631000.000,6344000.000,5828000.000,6753000.000,5947000.000,5300000.000,4263000.000,6405000.000,5238000.000
DebtInstrumentFaceAmount,901843000.000,901750000.000,904163000.000,911116000.000,915188000.000,917741000.000,924337000.000,932503000.000,938550000.000,941250000.000,944075000.000,952948000.000,959943000.000,965367000.000,972462000.000,976355000.000
DebtInstrumentInterestRateAtPeriodEnd,,0.040,,,,,,,,,,,,,,
DeferredRevenue,,,,4100000.000,,,,2000000.000,,,,,,,,
DeferredRevenueCurrent,3764000.000,3999000.000,3296000.000,4082000.000,3300000.000,2596000.000,2165000.000,2013000.000,1707000.000,1413000.000,1016000.000,184000.000,536000.000,297000.000,296000.000,48000.000
DueToRelatedPartiesCurrent,,,69000.000,,49000.000,0.000,0.000,,867000.000,1231000.000,316000.000,,213000.000,436000.000,82000.000,
DueToRelatedPartiesNoncurrent,14076000.000,14369000.000,14684000.000,15021000.000,15372000.000,15751000.000,16160000.000,16596000.000,17052000.000,17543000.000,18072000.000,18638000.000,19228000.000,19864000.000,20550000.000,21283000.000
EmployeeRelatedLiabilitiesCurrent,1734000.000,3245000.000,2373000.000,3001000.000,2039000.000,3388000.000,2164000.000,1163000.000,2142000.000,3667000.000,2427000.000,1873000.000,2267000.000,1866000.000,2376000.000,1514000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,9835000.000,11358000.000,12881000.000,14403000.000,16218000.000,17891000.000,18976000.000,20056000.000,21101000.000,22096000.000,23084000.000,24061000.000,25055000.000,26050000.000,19988000.000,20762000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,5700000.000,,,,4000000.000,,,,3500000.000,,,,3100000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,3200000.000,,,,3200000.000,,,,3100000.000,,,,3000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,3200000.000,,,,3200000.000,,,,3100000.000,,,,3100000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,3200000.000,,,,3200000.000,,,,3100000.000,,,,3100000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,4000000.000,,,,3200000.000,,,,3100000.000,,,,3100000.000
FiniteLivedIntangibleAssetsGross,49773000.000,49773000.000,49773000.000,49773000.000,49773000.000,49773000.000,49773000.000,49773000.000,49773000.000,49773000.000,49773000.000,49773000.000,49773000.000,49773000.000,42936000.000,42936000.000
FiniteLivedIntangibleAssetsNet,39938000.000,38415000.000,36892000.000,29195000.000,27380000.000,25707000.000,24622000.000,23542000.000,22497000.000,21503000.000,20514000.000,19449000.000,18455000.000,17460000.000,16685000.000,15911000.000
IndefiniteLivedIntangibleAssetsExcludingGoodwill,62000000.000,59000000.000,59000000.000,47000000.000,47000000.000,47000000.000,47000000.000,47000000.000,47000000.000,47000000.000,47000000.000,47000000.000,47000000.000,47000000.000,47000000.000,47000000.000
IntangibleAssetsGrossExcludingGoodwill,111773000.000,111773000.000,111773000.000,111773000.000,111773000.000,111773000.000,111773000.000,111773000.000,111773000.000,111773000.000,111773000.000,111773000.000,111773000.000,111773000.000,104936000.000,104936000.000
IntangibleAssetsNetExcludingGoodwill,101938000.000,97415000.000,95892000.000,76195000.000,74380000.000,72707000.000,71622000.000,70542000.000,69497000.000,68503000.000,67514000.000,66449000.000,65455000.000,64460000.000,63685000.000,62911000.000
InterestPayableCurrent,,,2000000.000,,1250000.000,50599000.000,55882000.000,61165000.000,68950000.000,76514000.000,83420000.000,86327000.000,93096000.000,102369000.000,109174000.000,114287000.000
InterestPayableCurrentAndNoncurrent,25593000.000,31650000.000,37774000.000,43963000.000,50774000.000,8069000.000,9268000.000,10547000.000,11883000.000,13324000.000,14878000.000,16536000.000,18267000.000,20133000.000,22146000.000,24295000.000
InventoryGross,2602000.000,2566000.000,2309000.000,2519000.000,2722000.000,3138000.000,2831000.000,2947000.000,2983000.000,3856000.000,3248000.000,3578000.000,3710000.000,3500000.000,3061000.000,3191000.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,2104000.000,1780000.000,1474000.000,1453000.000,1509000.000,1494000.000,1425000.000,1432000.000,1444000.000,1252000.000,1223000.000,1224000.000,1089000.000,1040000.000,920000.000
Liabilities,673687000.000,688035000.000,703902000.000,722853000.000,744852000.000,762751000.000,781532000.000,804778000.000,826444000.000,847048000.000,864550000.000,886587000.000,913085000.000,941695000.000,973273000.000,992440000.000
LiabilitiesAndStockholdersEquity,672602000.000,664269000.000,656477000.000,627841000.000,625365000.000,620235000.000,609917000.000,604227000.000,602230000.000,602078000.000,591219000.000,583203000.000,582591000.000,581934000.000,581583000.000,569525000.000
LiabilitiesCurrent,30464000.000,32241000.000,32347000.000,30437000.000,34239000.000,738588000.000,755843000.000,777458000.000,797419000.000,816181000.000,831600000.000,851413000.000,875590000.000,901500000.000,930392000.000,946690000.000
LiabilitiesNoncurrent,643223000.000,655794000.000,671555000.000,692416000.000,710613000.000,24163000.000,25689000.000,27320000.000,29025000.000,30867000.000,32950000.000,35174000.000,37495000.000,40195000.000,42881000.000,45750000.000
LongTermDebt,616660000.000,623347000.000,633097000.000,647885000.000,659389000.000,670149000.000,685680000.000,703446000.000,718093000.000,728497000.000,741777000.000,762000000.000,779829000.000,796126000.000,815403000.000,
LongTermDebtCurrent,0.000,0.000,0.000,0.000,0.000,654398000.000,669520000.000,686850000.000,701041000.000,710954000.000,723705000.000,743362000.000,760601000.000,776262000.000,794853000.000,811398000.000
LongTermDebtFairValue,546400000.000,563200000.000,578100000.000,603100000.000,581800000.000,598800000.000,616400000.000,641300000.000,664900000.000,555000000.000,555000000.000,,610000000.000,590000000.000,590000000.000,
LongTermDebtNoncurrent,616660000.000,,,647885000.000,659389000.000,15751000.000,16160000.000,16596000.000,17052000.000,17543000.000,18072000.000,18638000.000,19228000.000,19864000.000,20550000.000,21283000.000
LongTermNotesPayable,602584000.000,608978000.000,618413000.000,632864000.000,644017000.000,0.000,0.000,0.000,,,,,,,,
LossContingencyAccrualAtCarryingValue,3500000.000,3500000.000,3500000.000,3500000.000,2900000.000,5000000.000,4600000.000,4600000.000,3100000.000,3100000.000,3100000.000,3100000.000,3100000.000,5600000.000,5600000.000,4800000.000
MembersCapital,86673000.000,86673000.000,,86673000.000,,,,86673000.000,,,,86673000.000,,,,86673000.000
MembersEquity,-1085000.000,-23766000.000,-47425000.000,-95012000.000,-119487000.000,-142516000.000,-171615000.000,-200551000.000,-224214000.000,-244970000.000,-273331000.000,-303384000.000,-330494000.000,-359761000.000,-391690000.000,-422915000.000
OtherAccruedLiabilitiesCurrent,3667000.000,2870000.000,3363000.000,6505000.000,6564000.000,6425000.000,4174000.000,3952000.000,3790000.000,4605000.000,3391000.000,3172000.000,2918000.000,3219000.000,2860000.000,2916000.000
PrepaidExpenseAndOtherAssetsCurrent,4753000.000,4472000.000,4345000.000,3861000.000,3726000.000,4093000.000,4034000.000,3002000.000,3586000.000,4167000.000,4142000.000,3070000.000,3288000.000,3275000.000,2934000.000,4432000.000
PropertyPlantAndEquipmentGross,528765000.000,534161000.000,537908000.000,540557000.000,541457000.000,542288000.000,543404000.000,544144000.000,545990000.000,548161000.000,548699000.000,549115000.000,549528000.000,551393000.000,552707000.000,558822000.000
PropertyPlantAndEquipmentNet,506896000.000,505781000.000,503044000.000,499164000.000,493815000.000,488383000.000,484146000.000,479008000.000,473544000.000,468462000.000,462472000.000,456929000.000,451636000.000,447542000.000,445610000.000,441289000.000
RestrictedCashAndCashEquivalents,31871000.000,29234000.000,23268000.000,21776000.000,21501000.000,21816000.000,21677000.000,24423000.000,24149000.000,24630000.000,24951000.000,27614000.000,26980000.000,27796000.000,27996000.000,23874000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,3907000.000,3696000.000,3092000.000,3995000.000,4009000.000,4021000.000,3934000.000,5069000.000,4854000.000,4533000.000,4006000.000,4868000.000,4765000.000,4671000.000,4556000.000,5032000.000
