,2012-03-31,2012-06-30
AmortizationOfDebtDiscountPremium,11181.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-7983.000,
CostsAndExpenses,67159.000,144470.000
DerivativeGainOnDerivative,-238756.000,1901272.000
GeneralAndAdministrativeExpense,66089.000,144470.000
IncomeLossFromOperationsBeforeExtraordinaryItemsPerBasicAndDilutedShare,-0.010,0.010
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,55724.000,
IncreaseDecreaseInDerivativeLiabilities,238756.000,
InterestExpense,1718841.000,367411.000
InterestExpenseDebt,1705638.000,
LeaseOperatingExpense,1070.000,
LitigationSettlementExpense,-151003.000,
NetCashProvidedByUsedInFinancingActivities,200.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,200.000,
NetCashProvidedByUsedInOperatingActivities,-8183.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-8183.000,
NetIncomeLoss,-1868479.000,-1390552.000
OilAndGasRevenue,5274.000,1161.000
OperatingIncomeLoss,-61885.000,-143309.000
OtherOperatingIncome,-1806594.000,1533861.000
PaymentsForLegalSettlements,-151003.000,
ProceedsFromRelatedPartyDebt,200.000,
Revenues,5274.000,1161.000
SalesRevenueNet,1811868.000,-1532700.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,144175102.000,172777100.000
