,2011-08-31
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,346616.000
AllowanceForLoanAndLeaseLossesProvisionForLossNet,-60161.000
AssetImpairmentCharges,34250.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-57154.000
CostsIncurredAcquisitionOfOilAndGasProperties,-55584.000
DebtInstrumentConvertibleBeneficialConversionFeature,446615.000
DepreciationAndAmortization,25462.000
EarningsPerShareBasicAndDiluted,-0.010
ExplorationExpenseMining,100795.000
GainLossOnSaleOfOilAndGasProperty,109936.000
GeneralAndAdministrativeExpense,91826.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-829487.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,8844.000
IncreaseDecreaseInAccountsReceivable,-143364.000
IncreaseDecreaseInCustomerDeposits,30000.000
IncreaseDecreaseInOtherCurrentAssets,88807.000
InterestExpense,275148.000
InterestPaid,10970.000
LeaseOperatingExpense,10988.000
MarketableSecuritiesUnrealizedGainLoss,-7500.000
NetCashProvidedByUsedInFinancingActivities,1035000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1035000.000
NetCashProvidedByUsedInInvestingActivities,-474664.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-474664.000
NetCashProvidedByUsedInOperatingActivities,-617490.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-617490.000
NetIncomeLoss,-829487.000
OfficersCompensation,63466.000
OperatingExpenses,733677.000
OperatingIncomeLoss,-664275.000
OtherNonoperatingIncomeExpense,-165212.000
PaymentsToAcquireOilAndGasProperty,215262.000
PaymentsToAcquireProductiveAssets,69995.000
ProceedsFromNotesPayable,1200000.000
ProceedsFromRelatedPartyDebt,1000.000
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,111387.000
ProfessionalFees,346729.000
RepaymentsOfNotesPayable,600000.000
RepaymentsOfRelatedPartyDebt,1000.000
Revenues,69402.000
SalesRevenueNet,69402.000
StockIssuedDuringPeriodValueIssuedForCash,-435000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,63233721.000
