,2011-12-31,2012-12-31
AmortizationOfDeferredLeasingFees,191639.000,256431.000
AmortizationOfFinancingCosts,317045.000,317045.000
AssetImpairmentCharges,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,811872.000,995575.000
CostsAndExpenses,4930582.000,5878832.000
DebtInstrumentInterestRateEffectivePercentageRateRangeMaximum,,0.065
Depreciation,1502213.000,1827010.000
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,,2733.000
IncreaseDecreaseInAccruedLiabilities,-101424.000,-31447.000
IncreaseDecreaseInDeferredCharges,811118.000,575147.000
IncreaseDecreaseInDueToRelatedParties,-11000.000,
IncreaseDecreaseInInterestPayableNet,12642.000,29449.000
IncreaseDecreaseInOtherOperatingAssets,,45956.000
InterestAndDividendIncomeOperating,,1530.000
InterestExpenseDebt,2593839.000,2783734.000
InterestPaid,2264153.000,2437240.000
InvestmentIncomeInterestAndDividend,917.000,
LeasingCommissionsExpense,,861730.000
LitigationSettlementExpense,,55000000.000
MembersOrLimitedPartnersSubsequentDistributionAmount,,2570006.000
NetCashProvidedByUsedInFinancingActivities,-73180.000,4819962.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-73180.000,4819962.000
NetCashProvidedByUsedInInvestingActivities,-4640848.000,-7343255.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-4640848.000,-7343255.000
NetCashProvidedByUsedInOperatingActivities,5525900.000,3518868.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,5525900.000,3518868.000
NetIncomeLoss,3461340.000,1967456.000
OperatingLeasesIncomeStatementLeaseRevenue,,7844758.000
OtherGeneralExpense,,42128.000
PartnersCapitalAccountDistributions,,3569.000
PartnersCapitalAccountReturnOfCapital,,836.000
PaymentsForCapitalImprovements,4623863.000,7343255.000
PaymentsOfDistributionsToAffiliates,,225556.000
PercentageRent,,3558414.000
ProceedsFromIssuanceInitialPublicOffering,,600000000.000
ProceedsFromNotesPayable,,9000000.000
ProfessionalFees,109560.000,504416.000
ProfitLoss,,-2733.000
RealEstateOtherAdditions,,7072323.000
RelatedPartyCosts,408596.000,332001.000
RepaymentsOfNotesPayable,,1034885.000
Revenues,8391922.000,7846288.000
SalesRevenueNet,8391922.000,7846288.000
