,2011-12-31,2012-12-31
AdjustmentForAmortization,,1174.000
AdjustmentsToAdditionalPaidInCapitalOther,143683.000,
CashPeriodIncreaseDecrease,-66.000,406565.000
ComprehensiveIncomeNetOfTax,,-6594310.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,-584340.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-7178650.000
DebtConversionConvertedInstrumentAmount1,143683.000,
Depreciation,,10637.000
EarningsPerShareBasicAndDiluted,-0.010,-0.540
EffectOfExchangeRateOnCashAndCashEquivalents,,-60354.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340
GeneralAndAdministrativeExpense,29930.000,4421004.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-29103.000,-7118296.000
IncomeTaxExpenseBenefitContinuingOperations,,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,2420000.000
IncomeTaxReconciliationPriorYearIncomeTaxes,,-2420000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-400.000,1808049.000
IncreaseDecreaseInIncomeTaxesReceivable,,94551.000
IncreaseDecreaseInInterestPayableNet,3229.000,
IncreaseDecreaseInPrepaidExpense,,10000.000
InterestExpense,3229.000,
LeaseAndRentalExpense,,15000.000
LegalFees,,516204.000
MinorityInterestIncreaseFromStockIssuance,,6464.000
NetCashProvidedByUsedInFinancingActivities,26208.000,3222110.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,26208.000,3222110.000
NetCashProvidedByUsedInInvestingActivities,,-352204.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-352204.000
NetCashProvidedByUsedInOperatingActivities,-26274.000,-2402987.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-26274.000,-2402987.000
NetIncomeLoss,-29103.000,-6546027.000
NetIncomeLossAttributableToNoncontrollingInterest,,-572269.000
OperatingIncomeLoss,-29930.000,-7118296.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,,-60354.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,-60354.000
OtherNonoperatingIncome,4056.000,
PaymentsForRepurchaseOfCommonStock,25000.000,
PaymentsToAcquireMachineryAndEquipment,,200886.000
ProceedsFromContributionsFromAffiliates,,1487780.000
ProceedsFromIssuanceOfCommonStock,25000.000,1701092.000
ProceedsFromRelatedPartyDebt,18708.000,26774.000
ProceedsFromRepaymentsOfRelatedPartyDebt,7500.000,
ProfitLoss,,-7118296.000
ResearchAndDevelopmentExpense,,2697292.000
SaleLeasebackTransactionMonthlyRentalPayments,,3000.000
ShareBasedCompensation,,3000000.000
StockIssuedDuringPeriodValueIssuedForCash,,1700000.000
StockIssuedDuringPeriodValueNewIssues,25000.000,
StockIssuedDuringPeriodValueShareBasedCompensationGross,,3000000.000
TreasuryStockValueAcquiredCostMethod,25000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,12194935.000
