,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndOtherAccruedLiabilities,2254310.000,2399978.000,2520354.000,2563818.000,2588343.000,2514348.000,2616876.000,2660107.000
AccountsReceivableNet,4896.000,13497.000,51210.000,43203.000,2629.000,9607.000,1100.000,8340.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,-5267990.000,-5279744.000,-5291499.000,-5303254.000,-5312829.000,-5330953.000,-5339221.000,-5345331.000
AdditionalPaidInCapital,30518876.000,30518883.000,30528633.000,30528633.000,30525235.000,30525235.000,30525235.000,30525235.000
AssetRetirementObligationCurrent,60061.000,61679.000,62916.000,64154.000,65392.000,66630.000,67868.000,69106.000
Assets,921457.000,907607.000,870948.000,866291.000,721494.000,552219.000,497148.000,399779.000
AssetsCurrent,654537.000,633827.000,608923.000,616021.000,401316.000,250544.000,204121.000,103242.000
Cash,640342.000,568092.000,509825.000,534589.000,389775.000,236854.000,166519.000,74044.000
CashAndCashEquivalentsAtCarryingValue,640342.000,568092.000,509825.000,534589.000,389775.000,236854.000,166519.000,74044.000
CommonStockSharesOutstanding,85706695.000,,,,85949061.000,,,
CommonStockValue,,85699.000,85949.000,85949.000,85949.000,85949.000,85949.000,85949.000
CommonStockValueOutstanding,85706.000,,,,,,,
InterestPayableCurrent,1480000.000,1480000.000,1480000.000,1480000.000,1480000.000,1470000.000,1470000.000,1470000.000
Liabilities,5016231.000,5162017.000,5282880.000,5326582.000,5279493.000,5196236.000,5299252.000,5343721.000
LiabilitiesAndStockholdersEquity,921457.000,907607.000,870948.000,866291.000,721494.000,552219.000,497148.000,399779.000
LiabilitiesCurrent,4973616.000,5123152.000,5244765.000,5289217.000,5242189.000,5159432.000,5263198.000,5307667.000
LiabilitiesNoncurrent,42615.000,38865.000,38115.000,37365.000,37304.000,36804.000,36054.000,36054.000
LongTermNotesPayable,42615.000,38865.000,38115.000,37365.000,37304.000,36804.000,36054.000,36054.000
NotesPayableCurrent,940167.000,942417.000,942417.000,942167.000,869376.000,869376.000,869376.000,869376.000
ObligationWithJointAndSeveralLiabilityArrangementAmountOutstanding,239078.000,239078.000,239078.000,239078.000,239078.000,239078.000,239078.000,239078.000
OilAndGasProducingPropertiesOfRateRegulatedCompaniesUnamortizedCost,5534535.000,5553149.000,5553149.000,5553149.000,5632632.000,5632253.000,5631873.000,5641493.000
OtherAssets,375.000,375.000,375.000,375.000,375.000,375.000,375.000,375.000
OtherAssetsCurrent,9299.000,52238.000,47888.000,38229.000,8912.000,4083.000,36502.000,20858.000
PreferredStockSharesOutstanding,3062234.000,,,,3062234.000,,,
PreferredStockValue,,3062.000,,3062.000,,3062.000,3062.000,3062.000
PreferredStockValueOutstanding,3062.000,,3062.000,,3062.000,,,
PropertyPlantAndEquipmentNet,266545.000,273405.000,261650.000,249895.000,319803.000,301300.000,292652.000,296162.000
RetainedEarningsAccumulatedDeficit,-34702418.000,-34862054.000,-35029576.000,-35077935.000,-35172245.000,-35258263.000,-35416350.000,-35558188.000
SecurityDeposit,375.000,375.000,375.000,375.000,375.000,375.000,375.000,375.000
StockholdersEquity,-4094774.000,-4254410.000,-4411932.000,-4460291.000,-4557999.000,-4668017.000,-4802104.000,-4943942.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-4094774.000,-4254410.000,-4411932.000,-4460291.000,-4557999.000,-4644017.000,-4802104.000,-4943942.000
