,2011-01-31,2011-04-30,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31
AccountsPayableAndAccruedLiabilitiesCurrent,822887000.000,907755000.000,928041000.000,879582000.000,859086000.000,833365000.000,792602000.000,766887000.000,786444000.000,806682000.000,835251000.000,858779000.000,754965000.000,776919000.000,739619000.000,752274000.000,698450000.000,661173000.000,624661000.000,650840000.000
AccountsPayableCurrent,,,,,649939000.000,,,,592529000.000,,,,562095000.000,,,,500853000.000,,,
AccountsReceivableNetCurrent,879842000.000,1027723000.000,1049586000.000,1028244000.000,947480000.000,954793000.000,941052000.000,996221000.000,898809000.000,985144000.000,1012598000.000,1084040000.000,977885000.000,1136817000.000,1071277000.000,1080406000.000,887084000.000,918558000.000,798205000.000,806058000.000
AccruedIncomeTaxesCurrent,8521000.000,8819000.000,6902000.000,10937000.000,12657000.000,9570000.000,8041000.000,14696000.000,8470000.000,9310000.000,9822000.000,16007000.000,17877000.000,18992000.000,19674000.000,19742000.000,8995000.000,13226000.000,4236000.000,5899000.000
AccruedSalariesCurrent,,,,,92586000.000,,,,69533000.000,,,,76097000.000,,,,79696000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,227602000.000,222569000.000,212263000.000,204240000.000,213136000.000,213328000.000,222939000.000,220367000.000,225778000.000,226886000.000,238648000.000,234054000.000,250455000.000,261441000.000,266183000.000,281287000.000,287744000.000,289395000.000,283954000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,5119000.000,,,,,,,,,,,,5561000.000,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,50864000.000,,,,85319000.000,,,,138690000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-35116000.000,7879000.000,-1490000.000,-44332000.000,-55983000.000,-56051000.000,-80907000.000,-83059000.000,-92348000.000,-90798000.000,-112949000.000,-110468000.000,-143317000.000,-127290000.000,-127804000.000,-147057000.000,-179423000.000,-178437000.000,-209573000.000,-227371000.000
AllowanceForDoubtfulAccountsReceivableCurrent,13676000.000,15099000.000,15141000.000,15966000.000,15712000.000,14700000.000,13946000.000,13997000.000,16011000.000,16045000.000,16461000.000,17368000.000,23391000.000,25201000.000,25523000.000,18396000.000,19964000.000,19402000.000,18272000.000,16524000.000
Assets,2112705000.000,2307913000.000,2358953000.000,2324407000.000,2255649000.000,2294951000.000,2220425000.000,2261810000.000,2074057000.000,2103230000.000,2124883000.000,2194717000.000,2082062000.000,2309410000.000,2242671000.000,2191666000.000,1973952000.000,1963171000.000,1806965000.000,1833995000.000
AssetsCurrent,1358332000.000,1496832000.000,1529063000.000,1518856000.000,1422158000.000,1444409000.000,1373066000.000,1392180000.000,1312065000.000,1340176000.000,1364967000.000,1428551000.000,1345623000.000,1558210000.000,1487105000.000,1472216000.000,1295336000.000,1295339000.000,1216037000.000,1262435000.000
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,,,,,,,700000.000,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,,12028.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,,,35156000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,,10132000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssets,,,,,19067000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationDeferredIncomeTaxesAssetLiabilityNet,,,,,-2099000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,5863000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,,21887000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentAssets,,,,,2019000.000,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,,,,,,0.000,,,
CapitalLeaseObligationsCurrent,16232000.000,16673000.000,16647000.000,14254000.000,13768000.000,12475000.000,11852000.000,10792000.000,11377000.000,11672000.000,11448000.000,12209000.000,12374000.000,11330000.000,11259000.000,11994000.000,11429000.000,12075000.000,12442000.000,11849000.000
CapitalLeaseObligationsNoncurrent,19158000.000,19179000.000,17811000.000,17686000.000,15845000.000,14281000.000,14736000.000,14596000.000,73538000.000,70794000.000,65218000.000,66142000.000,60784000.000,63002000.000,62871000.000,61104000.000,56455000.000,56879000.000,53131000.000,47842000.000
CapitalLeasedAssetsGross,,,,,68506000.000,,,,126842000.000,,,,110786000.000,,,,101021000.000,,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,33376000.000,,,,90914000.000,,,,75154000.000,,,,66643000.000,,,
