,2015-06-30
AmortizationOfDebtDiscountPremium,207851.000
AmortizationOfFinancingCosts,19227.000
EarningsPerShareBasicAndDiluted,-0.220
GainLossOnDerivativeInstrumentsNetPretax,67064.000
GeneralAndAdministrativeExpense,1294711.000
NetIncomeLoss,-2057662.000
NetIncomeLossAttributableToNoncontrollingInterest,-196530.000
NonoperatingIncomeExpense,-160014.000
OperatingExpenses,2094178.000
OperatingIncomeLoss,-2094178.000
ProfitLoss,-2254192.000
ResearchAndDevelopmentExpense,401134.000
SellingAndMarketingExpense,398333.000
ShareBasedCompensation,112292.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,9444828.000
