,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,299086.000,376942.000,365986.000,342767.000,714687.000,172676.000,83018.000,112484.000,131096.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1485060.000,1598391.000,1580929.000,-3230096.000,1191835.000,,,,1307663.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-5229525.000,,,,-13658734.000,,,,
DepreciationAndAmortization,3802.000,,,,17776.000,,,,11663.000
EarningsPerShareBasicAndDiluted,-0.500,-0.690,-1.260,-0.700,-0.440,-0.190,-0.170,-0.140,-0.220
GainLossOnDispositionOfAssets1,-6139.000,,,,,,,,-55705.000
GeneralAndAdministrativeExpense,1937321.000,1729287.000,1768935.000,2203884.000,2520871.000,1091642.000,905176.000,945933.000,1476259.000
ImpairmentOfLongLivedAssetsHeldForUse,,,,,0.000,,,,0.000
IncomeTaxExaminationPenaltiesAndInterestExpense,0.000,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,1578915.000,,,,-3253731.000,,,,795545.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-164195.000,,,,-901697.000,,,,-175954.000
IncreaseDecreaseInRestrictedCash,200000.000,,,,,,,,
InterestExpenseDebt,271846.000,285077.000,287916.000,289148.000,265124.000,154057.000,506302.000,110280.000,
InterestPaid,225000.000,,,,230924.000,,,,
InvestmentIncomeInterest,7455.000,6862.000,6035.000,5681.000,19737.000,16406.000,13935.000,9387.000,12535.000
NetCashProvidedByUsedInFinancingActivities,,,,,-6052400.000,,,,3459.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,-6052400.000,,,,3459.000
NetCashProvidedByUsedInInvestingActivities,-426128.000,,,,,,,,5500.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-426128.000,,,,,,,,5500.000
NetCashProvidedByUsedInOperatingActivities,-4803397.000,,,,-7606334.000,,,,-1843673.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-4803397.000,,,,-7606334.000,,,,-1843673.000
NetIncomeLoss,-6902380.000,-9477430.000,-17262084.000,-9515151.000,-6026556.000,-2657489.000,-2362480.000,-1972073.000,-3013636.000
OperatingExpenses,6637989.000,9199215.000,16980203.000,9231684.000,5781169.000,2519838.000,1870113.000,1871180.000,3026171.000
OperatingIncomeLoss,-6637989.000,-9199215.000,-16980203.000,-9231684.000,-5781169.000,-2519838.000,-1870113.000,-1871180.000,-3026171.000
PaidInKindInterest,46846.000,,,,39793.000,,,,
PaymentsOfLoanCosts,,,,,52400.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,226128.000,,,,,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,,,5500.000
ProceedsFromStockOptionsExercised,,,,,,,,,3459.000
RepaymentsOfLongTermDebt,,,,,485942.000,,,,
ResearchAndDevelopmentExpense,4700668.000,7469928.000,15211268.000,7027800.000,3260298.000,1428196.000,964937.000,925247.000,1549912.000
ShareBasedCompensation,299086.000,,,,714687.000,,,,131096.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,,350769.000,,,,1546.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,214973.000,,,,157500.000,,,,370000.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,,,,,1.060
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,,2.250,,,,2.960
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,6.790,,,,0.970,,,,1.430
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,,49180.000,,,,3251.000
TangibleAssetImpairmentCharges,0.000,,,,,,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,,,,,0.000,,,,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,13671311.000,13676582.000,13702177.000,-27354037.000,13757582.000,13800997.000,13816464.000,-27574040.000,13807622.000
