,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AdjustmentForAmortization,,,,,9155.000,,,,
AmortizationOfDebtDiscountPremium,,,,,21530.000,,,,29320.000
BusinessCombinationBargainPurchaseGainRecognizedAmount,,814283.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-120053.000,,,,-54.000,,,,-65.000
ComprehensiveIncomeNetOfTax,-373528.000,724826.000,-94377.000,-743202.000,-86237.000,-116008.000,-92838.000,-187313.000,-75874.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-105274.000,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,-22.000,-89.000,202.000,-2756.000,3020.000
DebtConversionConvertedInstrumentSharesIssued1,,,,,,,,,33800.000
Depreciation,156.000,,,,,62.000,63.000,,63.000
DepreciationAndAmortization,,,,,,,,,63.000
DerivativeGainLossOnDerivativeNet,,,,,20323.000,,,,
EarningsPerShareBasicAndDiluted,,,,,,0.000,,,-0.000
EffectOfExchangeRateOnCashAndCashEquivalents,-8149.000,,,,-22.000,,,,20.000
ExplorationExpense,121274.000,9855.000,42318.000,15386.000,15272.000,16256.000,9475.000,4500.000,6000.000
GoodwillImpairmentLoss,,4797.000,,,,0.000,,,
IncomeLossAttributableToParent,,,,,,,,,-78894.000
IncomeLossFromContinuingOperations,-339643.000,-60520.000,-143826.000,82217.000,-82627.000,-72395.000,-46675.000,-77173.000,-50151.000
IncreaseDecreaseInAccountsPayable,219145.000,,,,13384.000,,,,43372.000
IncreaseDecreaseInDerivativeLiabilities,,,,,20323.000,-19475.000,-19061.000,-10189.000,5054.000
IncreaseDecreaseInPrepaidExpense,,,,,-5487.000,,,,
InterestAndOtherIncome,4566.000,1547.000,,,,0.000,,,
InterestExpense,,3290.000,,,22082.000,62999.000,65426.000,78756.000,32189.000
InterestIncomeOtherDomesticDeposits,3872.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,47500.000,,,,9500.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,47500.000,,,,9500.000
NetCashProvidedByUsedInInvestingActivities,,,,,-1250.000,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-1250.000,,,,
NetCashProvidedByUsedInOperatingActivities,-111904.000,,,,-46282.000,,,,-9585.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-111904.000,,,,-46282.000,,,,-9585.000
NetIncomeLoss,229803.000,,,,-125032.000,,,,-78894.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,0.000,,,
NetIncomeLossAvailableToCommonStockholdersBasic,,,-143826.000,,-125032.000,-115919.000,-93040.000,,
OperatingExpenses,339643.000,60520.000,143826.000,-82217.000,82627.000,72395.000,46675.000,77173.000,50151.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,-28838.000,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,9613.000,27194.000,49450.000,-113589.000,-22.000,-89.000,202.000,-2756.000,20.000
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxPortionAttributableToNoncontrollingInterest,,,,,,0.000,,,
OtherComprehensiveIncomeLossTax,-38451.000,-27194.000,-49450.000,,,,,,
OtherGeneralAndAdministrativeExpense,50996.000,6170.000,10800.000,198519.000,38355.000,56077.000,37137.000,72610.000,44088.000
OtherIncome,4566.000,812540.000,,,-42405.000,-43524.000,-46365.000,-68567.000,-28743.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,,1250.000,,,,
ProceedsFromLoans,,,,,,,,,9500.000
ProceedsFromNotesPayable,,,,,47500.000,,,,
ProfessionalAndContractServicesExpense,44022.000,,4000.000,,,,,,
ProfitLoss,-335077.000,752020.000,-143826.000,-732066.000,-125032.000,-115919.000,-93040.000,-145740.000,-78894.000
Revenues,,,,,,0.000,,,
SalesRevenueNet,,,,,,43524.000,,,
ShareBasedCompensation,,,,,,0.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,,,,,0.590,,,,
StockIssuedDuringPeriodValuePurchaseOfAssets,,,,,29000.000,,,,
UnrealizedGainLossOnInvestments,,,,,,,,,3000.000
WeightedAverageNumberOfDilutedSharesOutstanding,79211890.000,79211890.000,79211890.000,-158423780.000,82146673.000,89211890.000,113458854.000,-162213212.000,282687758.000
