,2012-03-31,2013-03-31
AdjustmentsToAdditionalPaidInCapitalOther,33535.000,33536.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-156296.000,58810.000
ComprehensiveIncomeNetOfTax,-2362224.000,-1245000.000
CostOfGoodsSoldOilAndGas,551795.000,96058.000
CostOfServicesEnvironmentalRemediation,38099.000,
CostsAndExpenses,2334043.000,696494.000
DebtConversionConvertedInstrumentAmount1,152500.000,
Depreciation,384107.000,291815.000
DepreciationAndAmortization,384107.000,287188.000
EarningsPerShareBasicAndDiluted,-0.080,-0.120
EffectOfExchangeRateOnCashAndCashEquivalents,-914.000,-1899.000
EffectiveIncomeTaxRateContinuingOperations,,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-0.194
EffectiveIncomeTaxRateReconciliationDeductionsOther,,0.000
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,,-0.006
GeneralAndAdministrativeExpense,610042.000,313248.000
ImpairmentOfLongLivedAssetsHeldForUse,750000.000,
IncomeLossFromDiscontinuedOperationsNetOfTax,,-43991.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,825144.000,120842.000
IncreaseDecreaseInAccountsReceivable,-21434.000,42334.000
IncreaseDecreaseInCustomerDeposits,467989.000,-82253.000
IncreaseDecreaseInIncomeTaxesReceivable,35636.000,-137119.000
IncreaseDecreaseInInventories,236038.000,-281575.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-113077.000,-113.000
InterestExpense,460133.000,485667.000
InterestExpenseRelatedParty,33535.000,33536.000
InterestPaid,67109.000,
NetCashProvidedByUsedInFinancingActivities,-26798.000,401900.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-26798.000,401900.000
NetCashProvidedByUsedInInvestingActivities,-30718.000,-10331.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-30718.000,-10331.000
NetCashProvidedByUsedInOperatingActivities,-97866.000,-330860.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-97866.000,-330860.000
NetIncomeLoss,-2421478.000,-1071273.000
NonoperatingIncomeExpense,-460133.000,-491491.000
OilAndGasSalesRevenue,246239.000,160703.000
OperatingIncomeLoss,-1961345.000,-535791.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,59254.000,173727.000
OtherIncome,,-70000.000
PaymentsToAcquirePropertyPlantAndEquipment,30718.000,10331.000
ProceedsFromRepaymentsOfRelatedPartyDebt,21912.000,
RepaymentsOfDebtAndCapitalLeaseObligations,48710.000,
RepaymentsOfLinesOfCredit,,-215192.000
RevenueEnvironmentalRemediationServices,126459.000,
Revenues,372698.000,160703.000
SalesRevenueNet,372698.000,230703.000
ValuationAllowancesAndReservesPeriodIncreaseDecrease,,207547.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,30065000.000,10021667.000
