,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,-216681.000,,,,140443.000,,,,-114042.000,,,,208841.000,,,,205031.000,,,,242572.000
BusinessCombinationAcquisitionRelatedCosts,,11222.000,28861.000,30009.000,-9518.000,9709.000,19232.000,345.000,-9341.000,,0.000,65410.000,,,,0.000,,,,,,
BusinessCombinationIntegrationRelatedCosts,0.000,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,1450652.000,,,,-295614.000,,,,179368.000,,,,32591.000,,,,93802.000,,,,82039.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,413781.000,,,,,0.000,0.000,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,22782.000,0.000,-319.000,253.000,0.000,0.000,0.000,0.000,,,,,
ContributionOfProperty,,,,,,,,,,1056788.000,,,,0.000,,,,,,,,
CostsAndExpensesRelatedParty,51408.000,52715.000,53825.000,51316.000,47388.000,50825.000,47936.000,47033.000,45473.000,50782.000,50347.000,50544.000,53286.000,52784.000,52747.000,50636.000,44714.000,45127.000,45957.000,42277.000,38435.000,43873.000
DepreciationAndAmortization,,102565.000,108370.000,121632.000,133521.000,125838.000,126764.000,123823.000,72706.000,116330.000,116330.000,119561.000,141345.000,141347.000,141347.000,141347.000,141347.000,141347.000,141347.000,141347.000,141347.000,141347.000
DepreciationAndAmortizationDiscontinuedOperations,,,0.000,0.000,,0.000,0.000,10571.000,51119.000,0.000,0.000,0.000,0.000,,,,,,,,,
DepreciationNonproduction,108499.000,,,,,,,,,,,,,,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,338027.000,172260.000,,0.000,0.000,93918.000,582152.000,176854.000,0.000,0.000,3600.000,0.000,0.000,0.000,0.000,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,52784.000,523170.000,365321.000,178281.000,90083.000,0.000,-4377.000,114928.000,714640.000,222641.000,335638.000,69432.000,11570.000,0.000,0.000,0.000,0.000,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,6951.000,1258.000,,0.000,4377.000,131.000,626.000,,0.000,-319.000,,,,0.000,,,,,,
DisposalGroupIncludingDiscontinuedOperationRentalIncome,,,34245.000,7279.000,,0.000,0.000,31712.000,184233.000,22782.000,0.000,0.000,-66.000,0.000,0.000,0.000,0.000,,,,,
