,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayable,,-55.000,32010.000,44917.000,,,,,,,,,,,,,,,,
AccountsPayableCurrentAndNoncurrent,,,,,36887.000,37229.000,48667.000,60430.000,67840.000,68240.000,73550.000,71813.000,87138.000,85651.000,69544.000,70787.000,56291.000,56655.000,75505.000,76649.000
AccountsPayableRelatedParties,15761.000,22453.000,,4000.000,,,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,26104.000,37632.000,39132.000,40132.000,40132.000,47710.000,48268.000,56637.000,100.000,14379.000,60580.000,65769.000,89920.000,99807.000,123586.000,133819.000
AdditionalPaidInCapital,115200.000,115200.000,115200.000,115200.000,107792.000,107792.000,107792.000,107792.000,118586.000,118636.000,118636.000,118636.000,165616.000,287899.000,249474.000,249474.000,249474.000,249474.000,249474.000,249474.000
AdvancesToAffiliate,,,,,,,,,,4000.000,,,,,,,,,,
Assets,12477.000,8927.000,534.000,534.000,534.000,506.000,529.000,664.000,19488.000,19446.000,19462.000,20084.000,21404.000,20278.000,34416.000,19306.000,19894.000,19971.000,,76.000
AssetsCurrent,12477.000,8927.000,534.000,534.000,534.000,,529.000,,,580.000,596.000,1218.000,2538.000,1412.000,15550.000,440.000,1028.000,1105.000,,76.000
CapitalUnitsAuthorized,,800000000.000,,,,,,,,,,,,,,,,,,
Cash,12477.000,8927.000,534.000,534.000,534.000,506.000,529.000,664.000,622.000,580.000,596.000,1218.000,2538.000,1412.000,15550.000,440.000,1028.000,1105.000,,76.000
CashAndCashEquivalentsAtCarryingValue,12477.000,283978.000,534.000,534.000,534.000,506.000,529.000,664.000,-23822.000,580.000,596.000,1218.000,2538.000,1412.000,15550.000,440.000,1028.000,1105.000,,76.000
CommonStockSharesAuthorized,100000000.000,,900000000.000,,,,,,,,,,,,,,,,,
CommonStockSharesIssued,3000.000,3000.000,,3000.000,3000.000,3000.000,,3000.000,3000.000,,,,,122283.000,,,,,,
CommonStockSharesOutstanding,8800000.000,,8800000.000,,,,23995000.000,,,,16208000.000,,,,35015000.000,,,,35015000.000,
CommonStockValue,8800.000,8800.000,8800.000,8800.000,16208.000,16208.000,16208.000,16208.000,16208.000,16208.000,16208.000,16208.000,21428.000,35015.000,35015.000,35015.000,35015.000,35015.000,35015.000,35015.000
ConvertiblePreferredStockSharesIssuedUponConversion,,,,,,,,,,,18866.000,,,,,,,,,
CustomerDepositsCurrent,,,,,,,,,,,,1500.000,3000.000,3000.000,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-127284.000,-137526.000,-155476.000,-172383.000,-194244.000,-206142.000,-219057.000,-231685.000,-239137.000,,,,-277487.000,,,,,,,
Liabilities,,,,,,,87799.000,,,,121818.000,,,,130124.000,,,,199091.000,
LiabilitiesAndStockholdersEquity,12477.000,8927.000,534.000,534.000,534.000,506.000,529.000,664.000,19488.000,19446.000,19462.000,20084.000,21404.000,20278.000,34416.000,19306.000,19894.000,19971.000,,76.000
LiabilitiesCurrent,15761.000,22453.000,32010.000,48917.000,62991.000,74861.000,87799.000,100562.000,107972.000,115950.000,121818.000,129950.000,90238.000,103030.000,130124.000,136556.000,146211.000,156462.000,199091.000,210468.000
OtherAssets,,,,,,,,,18866.000,18866.000,18866.000,18866.000,18866.000,18866.000,18866.000,18866.000,18866.000,18866.000,,
OtherSignificantNoncashTransactionValueOfConsiderationGiven,,,,,,,,25000.000,25000.000,,,,,,,,,,,
PreferredStockLiquidationPreferenceValue,,,,,,,,,,,,,,20000.000,,,,,,
PreferredStockNoParValue,,,,,,,,,8022.000,,,,,,,,,,,
PreferredStockSharesAuthorized,,100000000.000,100000000.000,,,,,,,,,,,,,,,,,
PreferredStockSharesIssued,,,,,,,,,18866.000,,,,,,20000.000,,,,20000.000,
PreferredStockSharesOutstanding,,,,,,,,,,,15808795.000,,,,48021795.000,,,20000.000,40242582.000,
PreferredStockSharesSubscribedButUnissuedValue,,,,,7787.000,7787.000,,,,,,,,,,,,,,
