,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableAndAccruedLiabilities,,1500.000,3210.000,,,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,5500.000,,,465261.000,330711.000,407419.000,823044.000,583878.000,417853.000,730616.000,1216436.000,992653.000,1169173.000,924869.000,769551.000,691977.000,395950.000,383567.000,484752.000,770071.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,65000.000,65000.000,,,,,,
AccountsPayableFairValueDisclosure,,,46725.000,,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,,,,813586.000,644541.000,1059786.000,1063849.000,1143943.000,1054172.000,2312283.000,2233211.000,1265277.000,1216347.000,1379444.000,1476582.000,1725201.000,1360243.000,1871200.000,1817820.000,2301737.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,25436.000,31928.000,42838.000,52521.000,71399.000,116135.000,158203.000,226775.000,293975.000,364360.000,436659.000,512291.000,588994.000,671994.000,763488.000,861105.000,968186.000
AdditionalPaidInCapital,59678.000,59678.000,59678.000,5509672.000,5665776.000,9205653.000,10600461.000,11850738.000,12300854.000,12375724.000,12766116.000,12807758.000,13657960.000,13863545.000,14954928.000,15265644.000,15513497.000,15675571.000,15825029.000,15961978.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000
Assets,78.000,404.000,1550.000,2211721.000,1630203.000,4403247.000,5124111.000,5394432.000,4974735.000,6132197.000,6935597.000,5675354.000,5448438.000,5505205.000,5794070.000,6090643.000,5531839.000,6346846.000,6318986.000,6750005.000
AssetsCurrent,78.000,404.000,1550.000,2197530.000,1545467.000,3961080.000,4194615.000,4303017.000,3780123.000,4963544.000,5709655.000,4462263.000,4293581.000,4346034.000,4719995.000,5101241.000,4440004.000,5324796.000,5143478.000,5014845.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,27032.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,0.346,,,,,,,,,,,,,,,,
CapitalizedCostsAssetRetirementCosts,,,,,,,,,,,,10000.000,,,,,,,,
Cash,78.000,404.000,1550.000,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,668180.000,184254.000,1918221.000,1741935.000,1079688.000,114774.000,216075.000,854995.000,399967.000,396936.000,386974.000,587422.000,502459.000,264446.000,655030.000,666580.000,436447.000
CashEquivalentsAtCarryingValue,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,,,,,,0.675
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,,,,,,,,,,,,,179259.000
