,2013-09-30
AllocatedShareBasedCompensationExpense,624711.000
AllowanceForLoanAndLeaseLossesPeriodIncreaseDecrease,-150000.000
AmortizationOfDeferredCharges,555854.000
ComprehensiveIncomeNetOfTax,25951584.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,1024751.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,26976335.000
CostsAndExpenses,30603441.000
DepreciationDepletionAndAmortization,5409797.000
DistributionMadeToLimitedPartnerCashDistributionsPaid,32074000.000
DistributionsPerLimitedPartnershipUnitOutstanding,0.290
EarningsPerShareBasic,0.180
EarningsPerShareDiluted,0.170
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,5641298.000
EquityMethodInvestmentSummarizedFinancialInformationRevenue,8152610.000
FeesAndCommissions,1721994.000
GainLossOnDerivativeInstrumentsNetPretax,-6313247.000
GainLossOnInvestments,24354000.000
GainLossOnSaleOfProperties,3524727.000
GainLossOnSaleOfSecuritiesNet,-1394468.000
GainLossOnSalesOfLoansNet,22225041.000
IncomeLossAttributableToParent,20161781.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,21850400.000
IncomeLossFromEquityMethodInvestments,1362527.000
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,21186532.000
IncomeTaxExpenseBenefit,663868.000
InterestAndDividendIncomeOperating,29633069.000
InterestExpense,12554368.000
InterestIncomeExpenseAfterProvisionForLoanLoss,16928701.000
InterestIncomeExpenseNet,17078701.000
LaborAndRelatedExpense,14343883.000
NetIncomeLossAttributableToNoncontrollingInterest,1024751.000
NetIncomeLossNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,0.170
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,0.180
NoninterestIncome,35525140.000
OperatingExpenses,5870491.000
OperatingLeasesIncomeStatementLeaseRevenue,11209647.000
OtherComprehensiveIncomeLossNetOfTax,5789803.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesBeforeTax,-1394468.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,4395335.000
ProvisionForLoanLossesExpensed,150000.000
UndistributedEarnings,-11913000.000
UnrealizedGainLossOnSecurities,3188919.000
WeightedAverageLimitedPartnershipUnitsOutstanding,22034505.000
WeightedAverageLimitedPartnershipUnitsOutstandingDiluted,22550855.000
WeightedAverageNumberOfDilutedSharesOutstanding,22550855.000
WeightedAverageNumberOfSharesOutstandingBasic,22034505.000
