,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,140366000.000,,,129229000.000,,,,106804000.000,,,,104160000.000,
AllocatedShareBasedCompensationExpense,533000.000,663000.000,850000.000,941000.000,1162000.000,863000.000,1067000.000,535000.000,770000.000,1061000.000,959000.000,768000.000,834000.000
AmortizationOfAcquiredIntangibleAssets,47546000.000,46461000.000,45116000.000,,,,,,,,,,
AmortizationOfDebtDiscountPremium,3757000.000,,,,,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,9668000.000,,,,9968000.000,,,,10107000.000,
AmortizationOfIntangibleAssets,,,,50689000.000,48754000.000,47918000.000,48539000.000,45877000.000,44712000.000,43845000.000,44766000.000,42202000.000,41159000.000
AssetImpairmentCharges,0.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,65084000.000,,,57691000.000,,,,66968000.000,,,,135207000.000,
ComprehensiveIncomeNetOfTax,-45461000.000,-64320000.000,-403151000.000,-45090000.000,-153825000.000,-5919000.000,-33570000.000,-11602000.000,-12696000.000,-15749000.000,-17269000.000,-21877000.000,-43732000.000
CostOfGoodsSold,56231000.000,59325000.000,66151000.000,83302000.000,82307000.000,86314000.000,71440000.000,73414000.000,75509000.000,76929000.000,83636000.000,78579000.000,78118000.000
DeferredIncomeTaxExpenseBenefit,-43411000.000,,,-44674000.000,,,,-11971000.000,,,,-24076000.000,
DepreciationDepletionAndAmortization,91431000.000,,,82029000.000,,,,66331000.000,,,,64734000.000,
DerivativeGainLossOnDerivativeNet,,,,-3000.000,-4297000.000,1630000.000,,-3348000.000,-919000.000,-869000.000,,-682000.000,-357000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,-516000.000,10556000.000,-6840000.000,,,,,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,-887000.000,-392000.000,-160000.000,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,-2303000.000,-1020000.000,-415000.000,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,0.000,0.000,0.000,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,-1842000.000,,,38000.000,,,,-7072000.000,,,,2954000.000,
ForeignCurrencyTransactionGainLossBeforeTax,4575000.000,-7772000.000,-8738000.000,236000.000,3852000.000,9599000.000,4157000.000,19400000.000,-6799000.000,-9189000.000,2774000.000,-4330000.000,8998000.000
ForeignCurrencyTransactionGainLossUnrealized,9851000.000,,,-241000.000,,,,32429000.000,,,,-5327000.000,
GainLossOnDispositionOfAssets,2300000.000,,,0.000,,,,,,,,-576000.000,
