,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,,1057300000.000,1032700000.000,1150900000.000,991500000.000,1081700000.000,867400000.000,942200000.000,797900000.000,813800000.000,893000000.000,999800000.000,905400000.000,1042500000.000,1077700000.000,1069800000.000,922100000.000,913900000.000,803100000.000,775500000.000,637400000.000,610800000.000,564600000.000,522500000.000,508500000.000,503000000.000
AccountsPayableCurrent,296400000.000,553100000.000,551700000.000,643500000.000,553500000.000,541900000.000,346700000.000,357800000.000,308900000.000,300900000.000,374600000.000,341100000.000,411900000.000,494300000.000,423800000.000,373200000.000,296500000.000,318900000.000,267900000.000,224600000.000,213000000.000,152300000.000,156500000.000,145900000.000,165300000.000,188000000.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,0.000,0.000,,,0.000,0.000,,,0.000,0.000,,,,0.000,,,,0.000,0.000
AccountsReceivableGrossCurrent,,692500000.000,666900000.000,851900000.000,775500000.000,868800000.000,873100000.000,830600000.000,827000000.000,919900000.000,800800000.000,884100000.000,791900000.000,856900000.000,882400000.000,894700000.000,806700000.000,729700000.000,745000000.000,611300000.000,606100000.000,432500000.000,377200000.000,382900000.000,345600000.000,388000000.000
AccountsReceivableNetNoncurrent,,,129500000.000,119400000.000,107400000.000,98500000.000,88400000.000,77100000.000,74900000.000,67400000.000,59700000.000,51900000.000,44000000.000,36500000.000,26900000.000,18600000.000,4500000.000,1700000.000,1700000.000,1700000.000,,,,,,
AccountsReceivableRelatedParties,,,,,,,,0.000,0.000,,,0.000,0.000,,,0.000,0.000,,,,0.000,,,,0.000,0.000
AccruedReclamationCostsCurrent,21000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1752900000.000,1792500000.000,1922300000.000,2061500000.000,2193600000.000,2327800000.000,2460600000.000,2591500000.000,2738400000.000,2885900000.000,3036000000.000,3187500000.000,3282400000.000,2920000000.000,2858100000.000,2440700000.000,2577700000.000,2716900000.000,2860300000.000,1631600000.000,1744100000.000,1856000000.000,1964200000.000,2073200000.000,2181000000.000,2287800000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,13200000.000,14800000.000,,,,,,,19400000.000,10200000.000,21300000.000,20600000.000,26000000.000,28600000.000,14500000.000,8000000.000,-4400000.000,9400000.000,400000.000,6600000.000,16000000.000,13900000.000,16100000.000,13600000.000,17600000.000,20800000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,,,,,,,,,,,,10200000.000,7800000.000,7700000.000,7600000.000,7600000.000,7600000.000,7600000.000,7800000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,12500000.000,8600000.000,12900000.000,12400000.000,16100000.000,20100000.000,15000000.000,6400000.000,17500000.000,18200000.000,23600000.000,26700000.000,16300000.000,11900000.000,2100000.000,14600000.000,8500000.000,12500000.000,21800000.000,19800000.000,21500000.000,19000000.000,23500000.000,26900000.000
AdditionalPaidInCapital,648300000.000,5209900000.000,5228600000.000,5253000000.000,5274600000.000,5354100000.000,5375500000.000,5398700000.000,5422500000.000,5443400000.000,5454900000.000,5467200000.000,5479100000.000,5493300000.000,5505700000.000,5517500000.000,5526900000.000,5538700000.000,5549000000.000,5554500000.000,5560300000.000,6148900000.000,6157600000.000,6402200000.000,6412400000.000,6422200000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,-9600000.000,12000000.000,13600000.000,15100000.000,12500000.000,19900000.000,19200000.000,17900000.000,17800000.000,25300000.000,28400000.000,12300000.000,13300000.000,12600000.000,11400000.000,11300000.000,15300000.000,9400000.000,29300000.000,32100000.000,24500000.000,25100000.000,21900000.000,21500000.000,21600000.000
Assets,9665100000.000,17511400000.000,17650200000.000,17871200000.000,17948000000.000,18158200000.000,18234300000.000,18565300000.000,18592500000.000,18806600000.000,19142900000.000,19472900000.000,19521200000.000,18271200000.000,19772500000.000,16059900000.000,16346200000.000,16338100000.000,16440800000.000,13637000000.000,13610000000.000,13765000000.000,13602300000.000,14374500000.000,13972300000.000,13723900000.000
AssetsCurrent,3885200000.000,1566300000.000,1514400000.000,1644700000.000,1297000000.000,1460500000.000,1410600000.000,1723900000.000,1784900000.000,1783500000.000,1517100000.000,1535200000.000,1472400000.000,1775800000.000,3030400000.000,2934800000.000,3053800000.000,2640600000.000,2412600000.000,2285100000.000,2322800000.000,2554700000.000,2465700000.000,3279300000.000,2713600000.000,2531800000.000
AssetsHeldForSaleCurrent,,,,,,,,14200000.000,0.000,,,8600000.000,,,,,,,,,,,,,,
AssetsHeldForSaleLongLived,,,,,,,,,,,,8600000.000,,,,,,,,,,,,,,
AssetsHeldForSalePropertyPlantAndEquipment,,,,,,,29000000.000,,,0.000,0.000,,53700000.000,,,,,,,,,,,,,
AssetsHeldInTrustNoncurrent,,,24200000.000,25600000.000,28100000.000,28200000.000,29500000.000,29800000.000,35200000.000,36000000.000,35900000.000,37700000.000,39200000.000,42400000.000,41800000.000,43200000.000,43800000.000,44800000.000,42800000.000,33100000.000,32700000.000,33300000.000,28300000.000,27700000.000,28500000.000,29400000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,298800000.000,,,,204500000.000,,290800000.000,,291800000.000,,,,134300000.000,,,,123700000.000,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,152400000.000,152800000.000,,,5500000.000,5400000.000,,,,,
BusinessAcquisitionContingentConsiderationAtFairValue,7900000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,2800000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityOtherNoncashConsideration,,35400000.000,35400000.000,35400000.000,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,7415900000.000,7415900000.000,7415900000.000,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,5100000000.000,4577500000.000,4577500000.000,4577500000.000,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,4457100000.000,,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsCashAndCashEquivalents,,147000000.000,,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsPrepaidExpenseAndOtherAssets,,150900000.000,,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables,,371300000.000,,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccountsPayable,,539800000.000,,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesLongTermDebt,,2436000000.000,,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesOtherLiabilities,,319800000.000,,,,,,,,,,,,,,,,,,,,,,,,
