,2011-12-31,2012-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-1149.000,
Depreciation,309.000,
EarningsPerShareBasicAndDiluted,-0.010,
EffectiveIncomeTaxRateContinuingOperations,,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.400
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.060
GainsLossesOnExtinguishmentOfDebt,-21000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-604338.000,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.000
IncreaseDecreaseInAccountsPayable,100000.000,
NetCashProvidedByUsedInOperatingActivities,-1149.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1149.000,
NetIncomeLoss,-604338.000,
OperatingExpenses,583338.000,
OperatingIncomeLoss,-583338.000,
SellingGeneralAndAdministrativeExpense,583338.000,
ShareBasedCompensation,502880.000,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,87079.000,
StockIssuedDuringPeriodValueIssuedForServices,481880.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,37629337.000,
