,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AssetManagementCosts,4005446.000,2280643.000,2187852.000,1886376.000,1794874.000,1579815.000,1438594.000,1282183.000,1204925.000,1073537.000,1042824.000,1041216.000,1018368.000,948236.000,913328.000,889761.000,833010.000,822747.000,734259.000,665675.000
FloorBrokerageExchangeAndClearanceFees,3056130.000,3177351.000,3032930.000,2609493.000,2485123.000,2187754.000,2006178.000,1801901.000,1703514.000,1474219.000,1434164.000,1437038.000,1405788.000,1312355.000,1272003.000,1242283.000,1164835.000,1153562.000,1029711.000,942541.000
ForeignCurrencyTransactionGainLossBeforeTax,-778872.000,318632.000,-3182.000,-358357.000,-25215.000,360248.000,137364.000,3280.000,82154.000,-548390.000,-160108.000,-80879.000,215333.000,-132291.000,17196.000,123240.000,-69906.000,20020.000,-306426.000,161375.000
ForeignCurrencyTransactionGainLossRealized,,,,149852.000,-125891.000,-14869.000,268142.000,11314.000,44458.000,-139301.000,-435921.000,-113194.000,187342.000,-85202.000,15705.000,62477.000,-39402.000,-1591.000,-162402.000,-7091.000
ForeignCurrencyTransactionGainLossUnrealized,,,,-508209.000,100676.000,375117.000,-130778.000,-8034.000,37696.000,-409089.000,275813.000,32315.000,27991.000,-47089.000,1491.000,60763.000,-30504.000,21611.000,-144024.000,168466.000
GainLossOnSaleOfDerivatives,50361092.000,13584900.000,-2975154.000,32273457.000,-5479119.000,-10098136.000,30611666.000,6803005.000,23365168.000,10650218.000,35554233.000,25690639.000,-14693079.000,637373.000,8794207.000,7823201.000,-7797236.000,11186360.000,-7639437.000,6929468.000
GainLossOnSaleOfInvestments,,10839151.000,,29882396.000,,,,5031964.000,,,,24168583.000,,,,6705292.000,,,,6121171.000
IncomeTaxExaminationPenaltiesAndInterestExpense,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000
InterestExpense,,,22466.000,3236.000,3875.000,4729.000,16280.000,5053.000,14063.000,5207.000,1003.000,1149.000,3664.000,9475.000,33129.000,32686.000,30952.000,,,
InvestmentIncomeInterest,340020.000,261863.000,269256.000,230124.000,177218.000,139265.000,137044.000,109064.000,98192.000,88224.000,79709.000,92909.000,93988.000,109016.000,119442.000,197506.000,212686.000,179409.000,147177.000,188311.000
NetIncomeLoss,42176951.000,-14975657.000,-1525541.000,21454814.000,-13060328.000,-13637520.000,26909674.000,-7085466.000,13371710.000,-1191093.000,30141423.000,13895033.000,-28373205.000,6241277.000,-2859417.000,4285736.000,2271115.000,-7276945.000,-9865247.000,579508.000
NetRealizedOrUnrealizedGainLossOnTradingSecurities,-371.000,76896.000,144725.000,23242.000,-6377.000,113305.000,-18248.000,25893.000,-10219.000,23707.000,-46949.000,61429.000,38922.000,39883.000,7281.000,102432.000,90557.000,93370.000,70939.000,143956.000
NoninterestExpenseInvestmentAdvisoryFees,,1949125.000,1873191.000,1614578.000,1539610.000,1361594.000,1251341.000,1122273.000,1065052.000,919932.000,898244.000,900180.000,880432.000,822629.000,796978.000,778191.000,729948.000,725025.000,649829.000,596108.000
NoninterestExpenseOfferingCost,,,1200.000,,650.000,15714.000,,,,,,,,,,,,,,
OperatingExpenses,15329807.000,7468694.000,6998579.000,6545711.000,5974505.000,5312738.000,9056857.000,4351646.000,7794823.000,4328162.000,12123281.000,7954613.000,3337245.000,3235169.000,3515942.000,3215286.000,3046880.000,2949871.000,2594177.000,2395484.000
OperatingIncomeLoss,-14989787.000,-7206831.000,-6729323.000,-6315587.000,-5797287.000,-5173473.000,-8919813.000,-4242582.000,-7696631.000,-4239938.000,-12043572.000,-7861704.000,-3243257.000,-3126153.000,-3396500.000,-3017780.000,-2834194.000,-2770462.000,-2447000.000,-2207173.000
