,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AssetRetirementObligationAccretionExpense,3096000.000,2984000.000,2649000.000,3422000.000,3257000.000,3861000.000,4127000.000,,,
AssetRetirementObligationCashPaidToSettle,,,1466000.000,,,,327000.000,,,
AssetRetirementObligationRevisionOfEstimate,,,,,,,-2057000.000,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,4655000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,20913000.000,,,
ComprehensiveIncomeNetOfTax,,,26928000.000,33930000.000,85512000.000,25503000.000,15698000.000,4993000.000,18250000.000,23212000.000
CostOfGoodsSold,287837000.000,306533000.000,282945000.000,266073000.000,301945000.000,281436000.000,276029000.000,281603000.000,295983000.000,282703000.000
CostsAndExpenses,312973000.000,346777000.000,323820000.000,284461000.000,344227000.000,322398000.000,303433000.000,312929000.000,340984000.000,326369000.000
DefinedBenefitPlanAmortizationOfNetPriorServiceCostCredit,,,,,-394000.000,,-444000.000,-444000.000,,
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,,,,,,,,444000.000,
DefinedBenefitPlanInterestCost,,,,,356000.000,,418000.000,418000.000,418000.000,
DefinedBenefitPlanNetPeriodicBenefitCost,,,,,1803000.000,,2100000.000,2100000.000,2100000.000,
DefinedBenefitPlanServiceCost,,,,,1053000.000,,1238000.000,1238000.000,1238000.000,
DepreciationAmortizationAndAccretionNet,,,,3422000.000,3257000.000,,4127000.000,4126000.000,3995000.000,3094000.000
DepreciationDepletionAndAmortization,9133000.000,24289000.000,23391000.000,22285000.000,24661000.000,24238000.000,23212000.000,25459000.000,26918000.000,24934000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,,20183000.000,1334000.000,,13652000.000,12284000.000,-295000.000,-30000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,483000.000,,,,,
EarningsPerShareBasic,1.580,0.410,0.440,0.560,1.420,0.470,0.250,0.080,0.300,0.230
EarningsPerShareDiluted,1.560,0.410,0.440,0.550,1.390,0.470,0.250,0.080,0.290,0.230
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.360,0.360,0.360,-0.720,,,,
EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToEntitysCountryOfDomicile,,,304029000.000,267602000.000,320845000.000,319408000.000,280481000.000,264568000.000,307188000.000,295998000.000
GainLossOnPriceRiskDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,,-2056000.000,20183000.000,1334000.000,,,,,
GainLossOnSaleOfDerivatives,,,,,,,24000.000,,,
IncomeLossAttributableToParent,,,,,,,8594000.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,23607000.000,76243000.000,41681000.000,50987000.000,98817000.000,43293000.000,24020000.000,6858000.000,17154000.000,15033000.000
IncomeLossFromEquityMethodInvestments,1507000.000,530000.000,38000.000,1497000.000,44000.000,-23000.000,211000.000,313000.000,27000.000,-16000.000
IncomeTaxExpenseBenefit,-69480000.000,52162000.000,15101000.000,18806000.000,13601000.000,15106000.000,8836000.000,2462000.000,-785000.000,1116000.000
IncomeTaxesPaidNet,,,12638000.000,,,,5377000.000,,,
IncreaseDecreaseDueFromOtherRelatedParties,,,232000.000,,,,-1620000.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-1572000.000,,,,22577000.000,,,
IncreaseDecreaseInAccountsReceivable,,,-2220000.000,,,,22574000.000,,,
IncreaseDecreaseInDeferredIncomeTaxes,,,-11854000.000,,,,-7945000.000,,,
IncreaseDecreaseInInventories,,,3731000.000,,,,-630000.000,,,
IncreaseDecreaseInOtherOperatingAssets,,,14201000.000,,,,6369000.000,,,
IncreaseDecreaseInRestrictedCash,,,-71245000.000,,,,,,,
IncreaseDecreaseInRestrictedCashAndInvestments,,,4470000.000,,,,,,,
InterestCostsCapitalized,,,14520000.000,,,,,,,
InterestExpense,8454000.000,6848000.000,5850000.000,7936000.000,11671000.000,10870000.000,10483000.000,10315000.000,9020000.000,11847000.000
InterestPaid,,,653000.000,,,,640000.000,,,
InterestRevenueExpenseNet,,,,,,,-10358000.000,-10252000.000,-8866000.000,-11749000.000
InvestmentIncomeInterest,181000.000,143000.000,446000.000,312000.000,189000.000,139000.000,125000.000,63000.000,154000.000,98000.000
NetCashProvidedByUsedInContinuingOperations,,,83800000.000,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,,,-863000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,-863000.000,,,
NetCashProvidedByUsedInInvestingActivities,,,30791000.000,,,,-15567000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,30791000.000,,,,-15567000.000,,,
NetCashProvidedByUsedInOperatingActivities,,,53009000.000,,,,37343000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,53009000.000,,,,37343000.000,,,
