,2011-06-30,2011-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,48898000.000,65222000.000
AccountsReceivableNetCurrent,24139000.000,34180000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-7374000.000,-4747000.000
AdditionalPaidInCapital,206101000.000,206526000.000
Assets,662841000.000,659285000.000
AssetsCurrent,67991000.000,79660000.000
CashAndCashEquivalentsAtCarryingValue,13053000.000,12013000.000
DebtCurrent,336385000.000,335263000.000
DeferredRevenueCurrent,437000.000,889000.000
DueFromAffiliateCurrent,256000.000,1524000.000
DueToAffiliateCurrent,87000.000,11000.000
Liabilities,394403000.000,409777000.000
LiabilitiesAndStockholdersEquity,662841000.000,659285000.000
LiabilitiesCurrent,385807000.000,401385000.000
MinorityInterest,-2708000.000,-3568000.000
OtherLiabilitiesNoncurrent,8596000.000,8392000.000
PrepaidExpenseAndOtherAssetsCurrent,13391000.000,11700000.000
PropertyPlantAndEquipmentNet,571775000.000,554527000.000
RetainedEarningsAccumulatedDeficit,73498000.000,52381000.000
StockholdersEquity,271146000.000,253076000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,268438000.000,249508000.000
TreasuryStockShares,248440.000,261294.000
TreasuryStockValue,1415000.000,1425000.000
WarrantsAndRightsOutstanding,21000.000,21000.000
