,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-07-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsAndOtherReceivablesNetCurrent,1079.000,1079.000,1079.000,1079.000,1079.000,,3194.000,3194.000,3194.000,3529.000,0.000,47005.000,,
AccountsPayableAndAccruedLiabilitiesCurrent,122610.000,122610.000,122610.000,122610.000,122610.000,,122610.000,122610.000,122610.000,209797.000,165991.000,156985.000,156985.000,156985.000
AccountsPayableRelatedPartiesCurrent,415719.000,415719.000,415719.000,415719.000,415719.000,,415719.000,415719.000,415719.000,415719.000,415719.000,415719.000,415719.000,415719.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,7226.000,,,,,,,,,,,
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,415719.000,,415719.000,415719.000,415719.000
AccruedLiabilitiesCurrent,15850.000,26644.000,37458.000,48272.000,58186.000,,74247.000,95396.000,104465.000,369105.000,379092.000,401919.000,410133.000,435095.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,45969.000,400993.000,63677.000,74210.000,,435125.000,97809.000,106342.000,114875.000,468695.000,478640.000,489148.000,499093.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,505.000,505.000,505.000,505.000,505.000,,505.000,505.000,505.000,505.000,505.000,505.000,505.000,505.000
AdditionalPaidInCapital,,,,,,,,,,2049920.000,2049920.000,2049920.000,2049920.000,2049920.000
AdditionalPaidInCapitalCommonStock,2233529.000,2233529.000,2054015.000,2097516.000,2097822.000,,2609577.000,2514433.000,10082033.000,12714715.000,13832548.000,13863758.000,13834427.000,12847419.000
Assets,281814.000,273281.000,264748.000,253156.000,241593.000,,218744.000,206634.000,223680.000,3667984.000,3633453.000,3583686.000,3577195.000,2198007.000
AssetsCurrent,1868.000,1867.000,1867.000,1867.000,1867.000,,3194.000,3194.000,32351.000,73578.000,31745.000,4856.000,11841.000,3144.000
AssetsNoncurrent,,,,,,,,,,3594406.000,3601708.000,3578830.000,3565354.000,2194862.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIndefiniteLivedIntangibleAssets,,,,,,,,,,402.000,402.000,402.000,402.000,402.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,,,,,,,,,,3529.000,3529.000,3529.000,3529.000,3529.000
