,2012-08-31,2013-08-31,2014-08-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-246357.000,-4990.000,-286.000
DepreciationExpense,2009.000,,
EarningsPerShareBasicAndDiluted,-0.200,-0.030,-0.080
EffectOfExchangeRateOnCashAndCashEquivalents,5476.000,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,-0.340,-0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.390,0.390
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,-0.050,-0.050
ExplorationExpense,192088.000,,
ExtinguishmentOfDebtGainLossNetOfTax,,,32480.000
ForeignCurrencyTransactionGainLossRealized,60618.000,,
ForeignCurrencyTransactionLossBeforeTax,-60618.000,,
GainLossOnSaleOfStockInSubsidiaryOrEquityMethodInvestee,-160681.000,,
GainOrLossOnSaleOfStockInSubsidiary,160681.000,,
GainsLossesOnExtinguishmentOfDebt,,,-32480.000
GeneralAndAdministrativeExpense,466979.000,206772.000,542749.000
GoodwillAndIntangibleAssetImpairment,,525477.000,
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-2219825.000,-296772.000,-827689.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,486571.000,219561.000,322044.000
IncreaseDecreaseInOtherOperatingCapitalNet,117.000,,
IncreaseDecreaseInOtherReceivables,-38974.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-3624.000,4482.000,
InterestExpense,-2406.000,-4636.000,-27581.000
LeaseAndRentalExpense,,2000.000,2000.000
NetCashProvidedByUsedInFinancingActivities,308062.000,72375.000,80200.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,308062.000,72375.000,80200.000
NetCashProvidedByUsedInInvestingActivities,-124.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-124.000,,
NetCashProvidedByUsedInOperatingActivities,-554295.000,-77365.000,-80486.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-554295.000,-77365.000,-80486.000
NetIncomeLoss,-8276490.000,-301408.000,-822790.000
OtherComprehensiveIncomeLossNetOfTax,,-301408.000,
OtherNonoperatingIncomeExpense,-6056665.000,-4636.000,4899.000
PaymentsToAcquirePropertyPlantAndEquipment,-124.000,,
ProceedsFromIssuanceOfCommonStock,295904.000,33750.000,200.000
ProceedsFromIssuanceOfDebt,,30000.000,75000.000
ProceedsFromIssuanceOfOtherLongTermDebt,,,70000.000
ProceedsFromNotesPayable,,12000.000,5000.000
ProceedsFromRepaymentsOfRelatedPartyDebt,13158.000,,
SalariesAndWages,1560758.000,90000.000,284940.000
ShareBasedCompensation,1221837.000,,452740.000
StockIssuedDuringPeriodValueIssuedForNoncashConsiderations,,,120000.000
ValuationAllowancesAndReservesPeriodIncreaseDecrease,,115000.000,331000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,40888939.000,9895336.000,10932005.000
