,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,2482000.000,2613000.000,,2759000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,13345000.000,,,,1018000.000,
CostOfRevenue,18048000.000,17776000.000,17896000.000,18292000.000,17683000.000,17193000.000,17223000.000,14403000.000
DepreciationDepletionAndAmortization,,,757000.000,,,,922000.000,
EarningsPerShareBasic,0.220,0.280,0.250,0.240,0.240,0.170,0.120,0.030
EarningsPerShareDiluted,0.200,0.260,0.230,0.220,0.230,0.180,0.120,0.030
GainLossOnSaleOfPropertyPlantEquipment,,,-4000.000,,,,,
GoodwillAndIntangibleAssetImpairment,,,,,,,0.000,0.000
GrossProfit,23669000.000,23560000.000,24166000.000,25282000.000,24465000.000,23066000.000,22696000.000,19993000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,5434000.000,6933000.000,6247000.000,6145000.000,6189000.000,4700000.000,3131000.000,945000.000
IncomeTaxExpenseBenefit,96000.000,-9000.000,57000.000,131000.000,121000.000,125000.000,95000.000,205000.000
IncomeTaxRefundsDiscontinuedOperations,,,57000.000,,,,26000.000,
IncreaseDecreaseInAccountsPayable,,,316000.000,,,,-1355000.000,
IncreaseDecreaseInAccountsReceivable,,,777000.000,,,,-2887000.000,
IncreaseDecreaseInAccruedLiabilities,,,,,,,-1149000.000,
IncreaseDecreaseInInventories,,,-903000.000,,,,-657000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-205000.000,,,,,
LegalFees,2040000.000,655000.000,700000.000,1279000.000,804000.000,690000.000,797000.000,1019000.000
NetCashProvidedByUsedInFinancingActivities,,,5619000.000,,,,-1235000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,5619000.000,,,,-1235000.000,
NetCashProvidedByUsedInInvestingActivities,,,-2422000.000,,,,-5827000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-2422000.000,,,,-5827000.000,
NetCashProvidedByUsedInOperatingActivities,,,10148000.000,,,,8080000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,10148000.000,,,,8080000.000,
NetIncomeLoss,5338000.000,6942000.000,6190000.000,6014000.000,6068000.000,4575000.000,3036000.000,740000.000
NonoperatingIncomeExpense,-27000.000,-111000.000,88000.000,-58000.000,-9000.000,-54000.000,-48000.000,-50000.000
OperatingExpenses,18208000.000,16516000.000,18007000.000,19079000.000,18267000.000,18312000.000,19517000.000,18998000.000
OperatingIncomeLoss,5461000.000,7044000.000,6159000.000,6203000.000,6198000.000,4754000.000,3179000.000,995000.000
PaymentsForRepurchaseOfCommonStock,,,997000.000,,,,1875000.000,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,64000.000,,,,55000.000,
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,,,,3861000.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,422000.000,,,,966000.000,
PaymentsToAcquireShortTermInvestments,,,2000000.000,,,,3000000.000,
ProceedsFromIssuanceOfCommonStock,,,6680000.000,,,,695000.000,
ProceedsFromShortTermDebt,,,,,,,2000000.000,
ProvisionForDoubtfulAccounts,,,-52000.000,,,,22000.000,
ResearchAndDevelopmentExpense,8969000.000,9580000.000,10398000.000,10995000.000,10964000.000,10896000.000,11513000.000,10878000.000
Revenues,41717000.000,41336000.000,42062000.000,43574000.000,42148000.000,40259000.000,39919000.000,34396000.000
SalesRevenueNet,41717000.000,41336000.000,42062000.000,43574000.000,42148000.000,40259000.000,39919000.000,34396000.000
SellingGeneralAndAdministrativeExpense,7199000.000,6281000.000,6909000.000,6805000.000,6499000.000,6726000.000,7207000.000,7101000.000
ShareBasedCompensation,,,2394000.000,,,,2759000.000,2496000.000
StockRepurchasedDuringPeriodShares,,,,34000.000,436000.000,,129000.000,272000.000
StockRepurchasedDuringPeriodValue,,,,997000.000,10234000.000,,1900000.000,3700000.000
TreasuryStockAcquiredAverageCostPerShare,,,,29.220,23.450,,14.580,13.670
UnrealizedGainLossOnSecurities,,,,,,,0.000,
WeightedAverageNumberOfDilutedSharesOutstanding,26232000.000,26198000.000,26752000.000,26922000.000,26638000.000,-53756000.000,25787000.000,25488000.000
WeightedAverageNumberOfSharesOutstandingBasic,24645000.000,24806000.000,25122000.000,25412000.000,25419000.000,-50687000.000,25163000.000,25055000.000
