,2014-08-31,2014-11-30,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1186.000,,,,-7878.000,,,,18879.000
ComprehensiveIncomeNetOfTax,,,,,-2862.000,,,,,,
Depreciation,,,,,,,,,,,5914.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,-0.000,0.354,0.003
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,,4512.000
GeneralAndAdministrativeExpense,2525.000,2057.000,2138.000,1175.000,1189.000,1391.000,4484.000,1204.000,1795.000,442063.000,96652.000
IncreaseDecreaseInAccountsPayable,,,,,,,,,,,4335.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,6312.000,,,,554.000,,,,16331.000
IncreaseDecreaseInOtherLoans,,,,,,,,,,,-321004.000
IncreaseDecreaseInPrepaidExpense,,,,,,,-448.000,,,,2500.000
NetCashProvidedByUsedInFinancingActivities,,,,,,,,,,,341526.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,,,,,341526.000
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,,,-4123.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,,,-4123.000
NetCashProvidedByUsedInOperatingActivities,,,-1186.000,,,,-7878.000,,,,-318524.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-1186.000,,,,-7878.000,,,,-318524.000
NetIncomeLoss,-2525.000,-2057.000,-7498.000,-14593.000,-2642.000,-2907.000,-7984.000,-7416.000,3870.000,-42312390.000,-347604.000
OperatingExpenses,2525.000,2057.000,7498.000,14593.000,2642.000,2907.000,7984.000,,,,347604.000
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxPortionAttributableToParent,,,,,,,,,,,48295.000
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,,,,,,,,,-3870.000,,395899.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,,,,,4123.000
ProfessionalFees,,,5360.000,13418.000,1453.000,1516.000,3500.000,6212.000,2075.000,,
RepaymentsOfRelatedPartyDebt,,,,,,,,,,,13876.000
ResearchAndDevelopmentExpense,,,,,,,,,,,250952.000
ResearchAndDevelopmentInProcess,,,,,,,,,,,56998.000
TemporaryEquityForeignCurrencyTranslationAdjustments,,,,,-220.000,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,5000000.000,5000000.000,8000000.000,8000000.000,8000000.000,-16000000.000,8000000.000,8000000.000,120000000.000,-16000000.000,120000000.000
