,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,153585.000
CashAndCashEquivalentsPeriodIncreaseDecrease,206632.000,-471451.000,-6425.000,761139.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,0.000,,,
ComprehensiveIncomeNetOfTax,-244182.000,160622.000,251508.000,1536709.000
CostOfGoodsAndServicesSold,2943600.000,3053873.000,7286184.000,-26845474.000
DebtConversionOriginalDebtAmount1,335146.000,,,
Depreciation,148247.000,208698.000,,170169.000
DepreciationAndAmortization,,,320782.000,170169.000
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,,,172907.000,
EarningsPerShareBasic,0.000,,,0.030
EarningsPerShareBasicAndDiluted,,0.000,,0.030
EarningsPerShareDiluted,,,,0.030
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.250,,
ForeignCurrencyTransactionGainLossBeforeTax,,32201.000,,-15314.000
GainLossOnDispositionOfAssets,,143806.000,,
GainsLossesOnSalesOfAssets,,-143806.000,,
GeneralAndAdministrativeExpense,532394.000,838597.000,852056.000,1380048.000
GrossProfit,532558.000,655228.000,2083717.000,5789972.000
IncomeLossFromContinuingOperations,-376002.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-376002.000,128421.000,266036.000,1995751.000
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,,,
IncomeTaxExpenseBenefit,0.000,,99414.000,-443728.000
IncomeTaxesPaid,4064.000,,,
IncreaseDecreaseInAccountsAndOtherReceivables,,,,5911868.000
IncreaseDecreaseInAccountsPayable,57326.000,-66864.000,4151415.000,9642792.000
IncreaseDecreaseInAccountsReceivable,-244438.000,-269411.000,-3589453.000,-10520147.000
IncreaseDecreaseInAllowanceForEquityFundsUsedDuringConstruction,,,,-355652.000
IncreaseDecreaseInConstructionPayables,-688005.000,-683470.000,-1146.000,
IncreaseDecreaseInCustomerAdvances,,24566.000,,
IncreaseDecreaseInCustomerDeposits,,,-92177.000,345389.000
IncreaseDecreaseInDueToOfficersAndStockholders,0.000,95400.000,,139305.000
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,8720.000,-16405.000,233702.000,514633.000
IncreaseDecreaseInIntangibleAssetsCurrent,,,-14758.000,
