,2011-06-30,2011-09-30,2012-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,212000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,653000.000
ComprehensiveIncomeNetOfTax,828000.000,816000.000,210000.000
CostOfGoodsAndServicesSold,8780000.000,9965000.000,9535000.000
DeferredIncomeTaxExpenseBenefit,,,44000.000
DepreciationDepletionAndAmortization,,,432000.000
EarningsPerShareBasic,0.060,0.060,0.010
EarningsPerShareDiluted,0.060,0.060,0.010
EffectOfExchangeRateOnCashAndCashEquivalents,,,46000.000
ForeignCurrencyTransactionGainLossBeforeTax,-33000.000,-39000.000,96000.000
GrossProfit,4796000.000,4618000.000,3391000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1319000.000,1296000.000,269000.000
IncomeTaxExpenseBenefit,491000.000,452000.000,140000.000
IncomeTaxesPaid,,,70000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-1257000.000
IncreaseDecreaseInAccountsReceivable,,,-890000.000
IncreaseDecreaseInInventories,,,191000.000
IncreaseDecreaseInOperatingAssets,,,-164000.000
IncreaseDecreaseInOtherReceivables,,,-7000.000
InterestExpense,14000.000,16000.000,
NetCashProvidedByUsedInInvestingActivities,,,-466000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-466000.000
NetCashProvidedByUsedInOperatingActivities,,,1073000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,1073000.000
NetIncomeLoss,828000.000,844000.000,129000.000
OperatingExpenses,3430000.000,3267000.000,3218000.000
OperatingIncomeLoss,1366000.000,1351000.000,173000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,-28000.000,81000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,125000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,341000.000
ResearchAndDevelopmentExpense,627000.000,629000.000,681000.000
Revenues,13576000.000,14583000.000,12926000.000
SalesRevenueNet,13576000.000,14583000.000,12926000.000
SellingGeneralAndAdministrativeExpense,2803000.000,2638000.000,2537000.000
ShareBasedCompensation,,,212000.000
WeightedAverageNumberOfDilutedSharesOutstanding,14800000.000,14662000.000,14474000.000
WeightedAverageNumberOfSharesOutstandingBasic,13833000.000,13853000.000,14140000.000
