,2012-03-31,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-06-25,2016-09-24,2016-12-31,2017-03-25
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,1300000.000,
AccountsPayableTradeCurrent,34000.000,17000.000,42000.000,142000.000,29000.000,31000.000,25.000,122.000,14000.000,8000.000,34000.000,119000.000,54000.000,27000.000,14000.000,110000.000,2000.000,6000.000,66000.000,130000.000
AccountsReceivableGross,,,,,,,,,,,,,,,100000.000,,,,,
AccountsReceivableNetCurrent,386000.000,,,,,,,,,,,,,,,,,,,
AccountsReceivableRelatedParties,,,,,,,,,,,,,,,,,,,0.000,
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,4700000.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,233000.000,236000.000,238000.000,240000.000,242000.000,243000.000,244.000,213.000,214000.000,214000.000,214000.000,213000.000,199000.000,200000.000,175000.000,178000.000,182000.000,185000.000,188000.000,191000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,0.000,,,,,,,,,,,,,,,,,
Assets,266166000.000,269702000.000,267438000.000,260604000.000,263604000.000,270032000.000,254888.000,247035.000,244632000.000,248016000.000,240501000.000,234533000.000,232186000.000,226527000.000,218237000.000,220643000.000,229252000.000,244846000.000,228932000.000,210884000.000
AssetsCurrent,65842000.000,64982000.000,63418000.000,97910000.000,98897000.000,99064000.000,98631.000,95098.000,91773000.000,93116000.000,92431000.000,91579000.000,90662000.000,89860000.000,85365000.000,84686000.000,88811000.000,96452000.000,85305000.000,58676000.000
BankOverdrafts,,,,,,,,,,,,,,,,,,,1200000.000,
BuildingsAndImprovementsGross,,,,,,,0.000,,,,0.000,,,,0.000,,,,,
Cash,,,,,,,,94781.000,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,65419000.000,64543000.000,62683000.000,59543000.000,60528000.000,60680000.000,59812.000,94781.000,91621000.000,92991000.000,92344000.000,91492000.000,90543000.000,89749000.000,85220000.000,84583000.000,88686000.000,96295000.000,85230000.000,58645000.000
ConstructionInProgressGross,,,,,,,0.000,,,,0.000,,,,0.000,,,,,
ContractualObligation,,,,,,,,,,,,,,,,,,,4100000.000,
