,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,948792.000,
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,9388.000
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,,,,,,,0.000
AcquisitionCostsCumulative,,,,,-300380.000,-300380.000,-300380.000
Assets,7491175.000,7182961.000,6995123.000,6874023.000,5975317.000,6057172.000,5885233.000
CashAndCashEquivalentsAtCarryingValue,1106811.000,987928.000,993103.000,929947.000,950402.000,1206936.000,1208802.000
CashEquivalentsAtCarryingValue,,,,,,,911725.000
DueToAffiliateCurrentAndNoncurrent,624895.000,624895.000,624895.000,624895.000,624895.000,624895.000,624895.000
DueToRelatedPartiesCurrentAndNoncurrent,716033.000,762115.000,861104.000,850692.000,908392.000,948792.000,1031535.000
GeneralPartnersCapitalAccount,-6853.000,-7207.000,-7494.000,-7605.000,-8561.000,-8520.000,-8775.000
GeneralPartnersOfferingCosts,,,,,-25798.000,-25304.000,-68731.000
InvestmentsAndCash,,,,,5024915.000,,
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,,,5024915.000,4850236.000,4676431.000
Liabilities,1340928.000,1387010.000,1485999.000,1475587.000,1533287.000,1573687.000,1656430.000
LiabilitiesAndStockholdersEquity,7491175.000,7182961.000,6995123.000,6874023.000,5975317.000,6057172.000,5885233.000
LimitedPartnersCapitalAccount,6157100.000,5803158.000,5516618.000,5406041.000,4450591.000,4492005.000,4237578.000
LimitedPartnersCapitalAccountUnitsAuthorized,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000
LimitedPartnersCapitalAccountUnitsIssued,15019.000,15019.000,15019.000,15019.000,15019.000,15019.000,15019.000
LimitedPartnersCapitalAccountUnitsOutstanding,15019.000,15019.000,15019.000,15019.000,15019.000,15019.000,15019.000
ManagementFeePayable,,,,,882594.000,923488.000,962804.000
PartnersCapital,6150247.000,5795951.000,5509124.000,5398436.000,4442030.000,4483485.000,4228803.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,6150247.000,5795951.000,5509124.000,5398436.000,4442030.000,4483485.000,4228803.000
