,2011-12-31,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
Assets,27644473.000,21691704.000,31322122.000,39818299.000,63925933.000,48598999.000,38303356.000
CapitalUnitsOutstanding,,21193366.000,35380747.000,52081850.000,84842657.000,70637768.000,50212546.000
CashAndCashEquivalentsAtCarryingValue,18038.000,119842.000,225093.000,33998.000,4365817.000,43098537.000,416817.000
InvestmentOwnedPercentOfNetAssets,,,,,-0.016,-0.028,-0.017
Liabilities,10145211.000,144092.000,156129.000,821393.000,2278326.000,3626409.000,6142553.000
LiabilitiesAndStockholdersEquity,27644473.000,21691704.000,31322122.000,39818299.000,63925933.000,48598999.000,38303356.000
OtherAssets,33955.000,132827.000,75000.000,75000.000,75000.000,75007.000,75000.000
OtherLiabilities,115972.000,86618.000,113598.000,175072.000,202891.000,202390.000,227140.000
PartnersCapital,17499262.000,21547612.000,31165993.000,38996906.000,61647607.000,44972590.000,32160803.000
PartnersCapitalAccountUnits,,21193366.000,,,,,
RestrictedCashAndCashEquivalents,,,,,5856409.000,2300285.000,1959029.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,17499262.000,21547612.000,31165993.000,38996906.000,61647607.000,44972590.000,32160803.000
