,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,15000000.000,,,,19000000.000,,,,4000000.000,,,,18000000.000,,,,13000000.000,,,,13000000.000,,,,10000000.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,1000000.000,,,,,,,,,,,,,,,,,,,,,,,,
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain,,,,,,36000000.000,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,234000000.000,,,,,,,,232000000.000,,,,-110000000.000,,,,18000000.000,,,,112000000.000,,,,-258000000.000
ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge1,,,,,,,,,,,,,53000000.000,,,,275000000.000,,,,410000000.000,,,,259000000.000
CommonStockDividendsPerShareDeclared,0.230,0.250,0.250,,0.250,0.270,0.270,,0.270,0.300,0.300,,0.300,0.340,0.340,,0.340,0.380,0.380,,0.380,0.420,0.420,,0.420
ComprehensiveIncomeNetOfTax,523000000.000,666000000.000,-1503000000.000,63000000.000,437000000.000,-826000000.000,354000000.000,-701000000.000,264000000.000,-673000000.000,-299000000.000,-148000000.000,98000000.000,495000000.000,-696000000.000,-868000000.000,-1011000000.000,251000000.000,-806000000.000,55000000.000,569000000.000,429000000.000,11000000.000,118000000.000,299000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,11000000.000,6000000.000,-53000000.000,3000000.000,10000000.000,-47000000.000,32000000.000,-15000000.000,-28000000.000,-18000000.000,-37000000.000,-11000000.000,2000000.000,,-5000000.000,,-10000000.000,13000000.000,-8000000.000,0.000,6000000.000,-6000000.000,20000000.000,6000000.000,6000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,534000000.000,672000000.000,-1556000000.000,66000000.000,447000000.000,-873000000.000,386000000.000,-716000000.000,236000000.000,-691000000.000,-336000000.000,-159000000.000,100000000.000,495000000.000,-701000000.000,-871000000.000,-1021000000.000,264000000.000,-814000000.000,55000000.000,575000000.000,423000000.000,31000000.000,124000000.000,305000000.000
CostOfGoodsSold,11555000000.000,13841000000.000,14910000000.000,15709000000.000,12925000000.000,14430000000.000,16434000000.000,14629000000.000,14138000000.000,14875000000.000,14013000000.000,15561000000.000,13047000000.000,16000000000.000,12957000000.000,12536000000.000,10096000000.000,10247000000.000,10017000000.000,10402000000.000,8296000000.000,10011000000.000,10867000000.000,11095000000.000,10661000000.000
