,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AcquisitionCosts,,,,,,,,200000.000,-100000.000,,,,,,,,,,,,,,
AdditionsToNoncurrentAssets,,,,,4020000.000,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,44000.000,,,,195000.000,,,,,,,,137000.000,,,,139000.000,,,,122000.000
AllocatedShareBasedCompensationExpense,,,,189000.000,70000.000,,195000.000,124000.000,36000.000,55000.000,49000.000,,,,137000.000,,,,139000.000,,,,122000.000
AmortizationOfBelowMarketLease,,,,,,,,,,,8600000.000,,,,7600000.000,,,,,,,,
AmortizationOfDeferredCharges,,,60000.000,,,,93000.000,,,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,,,51000.000,,,,567000.000,,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,205000.000,,,,1718000.000,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,,43000.000,,,,38000.000,54000.000,,,,,,,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,353000.000,,611000.000,3000.000,,,,491000.000,36000.000,,
BusinessCombinationIntegrationRelatedCosts,,,,,,,4444000.000,206000.000,125000.000,763000.000,270000.000,313000.000,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-2603000.000,,,,3532000.000,,,,-807000.000,,,,7409000.000,,,,-5786000.000,,,,-5271000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,212000.000,,,,178000.000,,,,6000.000,,,,-63000.000,,,,,,,,
CommonStockDividendsPerShareCashPaid,,,0.210,,,,0.173,,,,,,,,0.090,,,,0.090,,,,
ComprehensiveIncomeNetOfTax,,,-905000.000,,,,-6372000.000,1508000.000,1361000.000,-4795000.000,42000.000,808000.000,1020000.000,1365000.000,-9945000.000,,,,,,,,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,393000.000,90000.000,671000.000,-420000.000,5000.000,394000.000,545000.000,697000.000,-4975000.000,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,-5979000.000,-1418000.000,2032000.000,-2199000.000,47000.000,1202000.000,1565000.000,2062000.000,-14920000.000,,,,,,,,
Depreciation,,,,,,,,,,,1384000.000,,,,1730000.000,,,,2056000.000,,,,2321000.000
DepreciationAndAmortization,425000.000,350000.000,338000.000,342000.000,322000.000,319000.000,2278000.000,2532000.000,2278000.000,3670000.000,2262000.000,2358000.000,2360000.000,2448000.000,2606000.000,3378000.000,3250000.000,3083000.000,3087000.000,2956000.000,3317000.000,3221000.000,3147000.000
DepreciationDepletionAndAmortization,,,278000.000,,,,1098000.000,,,,,,,,,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,1642000.000,0.000,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,,,,,,,,,,,,-53000.000,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,1266000.000,,1164000.000,322000.000,,,,,,,,,,,,,,,
DividendsCommonStockCash,,,2853000.000,,,,2370000.000,,,,1368000.000,,,,2479000.000,,,,1225000.000,,,,2860000.000
EarlyRepaymentOfSeniorDebt,,,,,,,,,,,,,,,143363000.000,,,,,,,,
EarningsPerShareBasicAndDiluted,0.020,-0.120,-0.070,-0.050,-0.200,0.020,-0.470,-0.110,0.100,-0.100,0.000,0.060,0.070,0.110,-0.720,0.070,0.100,0.070,0.010,0.060,0.080,0.040,0.050
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,-14876000.000,,,,,,,,
GeneralAndAdministrativeExpense,2852000.000,1982000.000,2658000.000,2258000.000,2184000.000,1641000.000,2879000.000,1847000.000,1223000.000,392000.000,2304000.000,1605000.000,1054000.000,1101000.000,2317000.000,1434000.000,1152000.000,1513000.000,2482000.000,1280000.000,1414000.000,2056000.000,1700000.000
IncomeLossFromContinuingOperations,,,-218000.000,158000.000,-879000.000,579000.000,-5742000.000,,,,,,1150000.000,,-9892000.000,959000.000,1408000.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-30000.000,-242000.000,,,,,,741000.000,1664000.000,,34000.000,867000.000,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,62000.000,-242000.000,-218000.000,158000.000,-879000.000,563000.000,-5349000.000,,,,,,,,,,,,,,,,
