,2011-09-30,2012-05-31,2012-08-31,2012-11-30,2013-05-31,2013-08-31
AdjustmentsToAdditionalPaidInCapitalOther,,,,,0.000,
AdvertisingExpense,,,34615.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-68349.000,,,-316949.000,
ComprehensiveIncomeNetOfTax,,,-16319.000,-56824.000,-97551.000,4452.000
Depreciation,,174924.000,205753.000,284613.000,210502.000,199559.000
DepreciationAndAmortization,,,,,210502.000,
DepreciationDepletionAndAmortization,,174924.000,,,,
EarningsPerShareBasic,,,0.000,0.000,0.000,0.000
EarningsPerShareBasicAndDiluted,0.000,0.000,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,-97551.000,
ForeignCurrencyTransactionGainLossBeforeTax,,,,-56824.000,,4452.000
GainLossOnDispositionOfAssets,,-59.000,847.000,-6056.000,,
GainLossOnDispositionOfAssets1,,,,,,-42651.000
GainLossOnSaleOfPropertyPlantEquipment,,59.000,,,0.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,53709.000,333638.000,257482.000,40208.000,-61013.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,333638.000,,,
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxesPaidNet,,0.000,,,0.000,
IncreaseDecreaseInAccountsPayable,,-90061.000,,,-233796.000,
IncreaseDecreaseInAccruedLiabilities,,9010.000,,,-26106.000,
IncreaseDecreaseInDeferredCharges,,,,,-54126.000,
IncreaseDecreaseInDeferredRevenue,,,,,-40605.000,
IncreaseDecreaseInReceivables,,76624.000,,,231035.000,
InterestExpense,,64226.000,109719.000,85411.000,131754.000,93544.000
InterestPaid,,64226.000,,,,
InterestPaidNet,,,,,131754.000,
InvestmentIncomeInterest,,0.000,18888.000,2380.000,0.000,3883.000
NetCashProvidedByUsedInFinancingActivities,,-332836.000,,,-487140.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-332836.000,,,-487140.000,
NetCashProvidedByUsedInInvestingActivities,,133215.000,,,140630.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,133215.000,,,140630.000,
NetCashProvidedByUsedInOperatingActivities,,131272.000,,,127112.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,131272.000,,,127112.000,
NetIncomeLoss,-5247.000,53709.000,333638.000,257482.000,,-61013.000
NonoperatingIncomeExpense,,59.000,,,,
OperatingExpenses,5247.000,604377.000,784761.000,790258.000,848584.000,848250.000
OperatingIncomeLoss,-5247.000,53650.000,313903.000,261158.000,40208.000,-22245.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,,,-16319.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,-92875.000,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,-92875.000,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,257482.000,40208.000,
OtherIncome,,1936.000,,,,
OtherNonoperatingIncomeExpense,,,,-3676.000,,
OtherSalesRevenueNet,,,1452.000,2076.000,2185.000,80151.000
PaymentsToAcquireMachineryAndEquipment,,,,,139160.000,
PaymentsToAcquireProductiveAssets,,,,,498.000,
ProceedsFromCollectionOfLoansHeldForSale,,,,,972.000,
ProceedsFromContributedCapital,,0.000,,,,
ProceedsFromIssuanceOfCommonStock,,0.000,,,,
ProceedsFromRepaymentsOfDebt,,-160908.000,,,0.000,
ProceedsFromRepaymentsOfNotesPayable,,,,,-525711.000,
ProceedsFromRepaymentsOfRelatedPartyDebt,,-1000.000,,,,
ProceedsFromSaleOfPropertyHeldForSale,,,,,0.000,
ProfitLoss,,53709.000,,,40208.000,
Revenues,0.000,658027.000,1098664.000,1051416.000,888792.000,826005.000
SalesRevenueNet,0.000,656091.000,1098664.000,1051416.000,888792.000,826005.000
SellingGeneralAndAdministrativeExpense,,110350.000,28658.000,142857.000,367746.000,193721.000
WeightedAverageNumberOfSharesOutstandingBasic,4675000.000,,112250000.000,112250000.000,112250000.000,112250000.000
