,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableCurrent,9829000.000,8582000.000,6566000.000,9357000.000,9428000.000,9025000.000,7133000.000,11134000.000,12121000.000,14274000.000
AccountsReceivableGrossCurrent,,,,,25684000.000,24538000.000,20822000.000,25588000.000,28958000.000,27046000.000
AccountsReceivableNetCurrent,24447000.000,23928000.000,20092000.000,22867000.000,24813000.000,23825000.000,20264000.000,24973000.000,28324000.000,26379000.000
AccruedLiabilitiesCurrent,15476000.000,20704000.000,13775000.000,19495000.000,15100000.000,20592000.000,14893000.000,20436000.000,18827000.000,26460000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,7006000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,43655000.000,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,1349000.000,1849000.000,1628000.000,1437000.000,1121000.000,1319000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,1632000.000,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,871000.000,713000.000,558000.000,615000.000,634000.000,667000.000
Assets,273186000.000,275935000.000,263670000.000,269914000.000,264833000.000,267917000.000,256143000.000,264174000.000,265036000.000,274729000.000
AssetsCurrent,68373000.000,73825000.000,63615000.000,72260000.000,69435000.000,74391000.000,65263000.000,75886000.000,78654000.000,90571000.000
AssetsNoncurrent,,,,,195398000.000,193526000.000,190880000.000,188288000.000,186382000.000,184158000.000
AssetsNoncurrentOtherThanNoncurrentInvestmentsAndPropertyPlantAndEquipment,,,,,168918000.000,167024000.000,164919000.000,162726000.000,160762000.000,158781000.000
BuildingsAndImprovementsGross,,,,,,,26104000.000,,,
CashAndCashEquivalentsAtCarryingValue,22753000.000,29975000.000,24185000.000,28730000.000,22516000.000,28747000.000,23019000.000,27431000.000,25134000.000,38205000.000
ConstructionInProgressGross,,,,,,,499000.000,,,
DebtInstrumentInterestRateStatedPercentage,,,,,0.105,0.105,,0.105,0.105,0.105
DebtInstrumentUnamortizedDiscountPremiumNet,-186000.000,-176000.000,-166000.000,-156000.000,-147000.000,-137000.000,-127000.000,-117000.000,-107000.000,-97000.000
DeferredFinanceCostsGross,,,,,,,16123000.000,,,
DeferredFinanceCostsNet,,,,,,,9117000.000,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,44281000.000,46178000.000,48075000.000,49971000.000,51868000.000,53765000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,4500000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,4500000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,4500000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,4500000.000,,,
FiniteLivedIntangibleAssetsGross,,,,,83122000.000,83123000.000,83123000.000,83123000.000,83123000.000,83123000.000
Goodwill,88490000.000,88475000.000,88479000.000,88485000.000,88477000.000,88490000.000,88484000.000,88479000.000,88470000.000,88476000.000
IndefiniteLivedIntangibleAssetsExcludingGoodwill,,,,,35100000.000,35100000.000,35100000.000,35100000.000,35100000.000,35100000.000
IntangibleAssetsNetExcludingGoodwill,81210000.000,79522000.000,77732000.000,75835000.000,73941000.000,72045000.000,70148000.000,68252000.000,66355000.000,64458000.000
InterestPayableCurrent,,,,,1120000.000,7476000.000,1178000.000,7475000.000,1176000.000,7476000.000
InventoryAdjustments,,,,,3121000.000,,,,,
