,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30
AmortizationOfDebtDiscountPremium,7389.000,,,,3497.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-8529.000,,,,-3880.000,,
CostOfGoodsSold,,,,48788.000,38427.000,46784.000,62966.000
CostsAndExpenses,11413.000,20103.000,22296.000,,,,
DebtConversionConvertedInstrumentAmount1,,,,,,,10000.000
DepreciationAndAmortization,,,,626.000,317.000,470.000,531.000
EarningsPerShareBasicAndDiluted,-0.000,0.000,-0.000,0.000,0.000,0.000,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,-59.000,,
FinancialServicesCosts,,,,,13121.000,14435.000,
GeneralAndAdministrativeExpense,11413.000,17603.000,22296.000,82126.000,158009.000,74534.000,97983.000
GrossProfit,,,,21961.000,15014.000,27370.000,73837.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,,,-69621.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,6814.000,,,,-10420.000,,
IncreaseDecreaseInAccountsReceivable,,,,,1614.000,,
IncreaseDecreaseInIncomeTaxesReceivable,,,,,-9823.000,,
IncreaseDecreaseInInventories,,,,,9497.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,-3193.000,,
IncreaseDecreaseInPrepaidExpense,-1508.000,,,,,,
InterestExpense,-9811.000,15306.000,37947.000,52190.000,,,14144.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,17355.000,,
NetCashProvidedByUsedInFinancingActivities,,,,,173142.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,173142.000,,
NetCashProvidedByUsedInOperatingActivities,-8529.000,,,,-176963.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-8529.000,,,,-176963.000,,
NetIncomeLoss,-21224.000,-35409.000,-60243.000,-168360.000,-189617.000,-88243.000,-69621.000
NonoperatingIncomeExpense,,,-37947.000,,,,
OperatingExpenses,,,,138131.000,204631.000,115613.000,129314.000
OperatingIncomeLoss,,,,-116170.000,,-88243.000,-55477.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,-14755.000,9576.000,35170.000,-28837.000
OtherComprehensiveIncomeLossNetOfTax,,,,-183115.000,-180041.000,-53073.000,-98458.000
ProceedsFromConvertibleDebt,,,,,166958.000,,
ProceedsFromRelatedPartyDebt,,,,,6184.000,,
ResultsOfOperationsExplorationExpense,,2500.000,,,,,
Revenues,,,,70749.000,53441.000,74154.000,136803.000
SalariesAndWages,,,,25379.000,26815.000,21989.000,30800.000
SalesRevenueNet,,,,70749.000,53441.000,74154.000,136803.000
SellingExpense,,,,30000.000,6369.000,4185.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,250819800.000,251153133.000,251153133.000
