,2014-12-31,2015-03-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashPeriodIncreaseDecrease,,,-4246.000,,,,-3991.000,,
DebtInstrumentIncreaseAccruedInterest,,,,,,,7946.000,,
Depreciation,,,500.000,,,,500.000,500.000,500.000
EarningsPerShareBasicAndDiluted,-0.000,-0.010,0.000,0.000,-0.000,-0.010,0.000,0.000,0.000
EffectiveIncomeTaxRateContinuingOperations,,,,,,,0.000,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,0.340,,
GeneralAndAdministrativeExpense,550.000,4242.000,2497.000,800.000,899.000,7845.000,399.000,379.000,485.000
GrossProfit,,,,,4538.000,,,17260.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-8544.000,-29879.000,-5553.000,-8877.000,-2909.000,-12148.000,15830.000,6785.000,8634.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,5382.000,,
IncreaseDecreaseInAccountsReceivable,,,,,,,208.000,,
IncreaseDecreaseInAccruedInterestReceivableNet,,,858.000,,,,-857.000,,
IncreaseDecreaseInAccruedLiabilities,,,49.000,,,,-14955.000,,
IncreaseDecreaseInPrepaidExpense,,,-100.000,,,,-100.000,,
InterestExpense,,,857.000,857.000,848.000,847.000,857.000,857.000,838.000
NetCashProvidedByUsedInOperatingActivities,,,-4246.000,,,,-3991.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-4246.000,,,,-3991.000,,
NetIncomeLoss,-8544.000,-29879.000,-5553.000,-8877.000,-2909.000,-12148.000,15830.000,6785.000,8634.000
NonoperatingIncomeExpense,761.000,364.000,,,,,,,
OperatingExpenses,7783.000,29515.000,5296.000,8020.000,6891.000,35123.000,6667.000,12712.000,10757.000
OperatingIncomeLoss,-7783.000,-29515.000,-5296.000,-8020.000,-2353.000,-15146.000,10593.000,4548.000,6503.000
OtherComprehensiveIncomeLossTax,,440.000,,,,,,,
OtherIncome,,,600.000,,292.000,,6094.000,3094.000,2969.000
OtherNonoperatingExpense,-857.000,-838.000,257.000,857.000,556.000,-2999.000,-5237.000,-2237.000,-2131.000
OtherNonoperatingIncome,-96.000,-34.000,,,,,,,
ProfessionalFees,7233.000,25273.000,2799.000,7220.000,5992.000,25278.000,5768.000,11833.000,9772.000
Revenues,,,,,4538.000,,17260.000,17260.000,17260.000
SalesRevenueNet,,,,,4246.000,,11166.000,14166.000,14291.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,5740000.000,5740000.000,5740000.000,5740000.000,5740000.000,-11480000.000,5740000.000,5740000.000,5740000.000
